,name,candidate_id,state,incumbent_challenge_full,party_full,office_full,cycles,election_years,last_file_date,load_date
15359,"SILBERGER, DONALD",S4NY00164,NY,Challenger,LIBERTARIAN PARTY,Senate,"[2004, 2006]",[2004],2004-07-26,2005-03-02T00:00:00
15360,"SILDON, MYRON E",H4MO05150,MO,Challenger,DEMOCRATIC PARTY,House,"[1994, 1996]",[1994],1994-04-05,2002-04-02T00:00:00
15361,"SILIFIES, TIM",H8PA07275,PA,Open seat,LIBERTARIAN PARTY,House,[2018],[2018],2018-07-11,2018-07-17T21:11:36
15362,"SILJANDER, MARK D",H2MI04146,MI,Challenger,REPUBLICAN PARTY,House,"[1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998]","[1982, 1984, 1986]",1986-02-18,2002-04-03T00:00:00
15363,"SILJANDER, MARK D",H2VA11073,VA,Challenger,REPUBLICAN PARTY,House,"[1992, 1994, 1996, 1998]",[1992],1992-02-26,2002-04-03T00:00:00
15364,"SILVA, JASON SCOTT",H6CA11078,CA,Challenger,DEMOCRATIC PARTY,House,"[1996, 1998, 2000]",[1996],1996-03-20,2002-04-07T00:00:00
15365,"SILVA, JIM",H2CA45042,CA,Challenger,REPUBLICAN PARTY,House,[1992],[1992],1992-01-22,2002-03-30T00:00:00
15366,"SILVA, PETER",H0FL07069,FL,Challenger,DEMOCRATIC PARTY,House,[2010],[2010],2009-06-18,2009-06-11T00:00:00
15367,"SILVER, CAROL RUTH",H8CA05050,CA,Challenger,DEMOCRATIC PARTY,House,"[1988, 1990, 1992, 1994, 1996, 1998, 2000]","[1987, 1996]",1987-02-26,2002-04-07T00:00:00
15368,"SILVERMAN, MATTHEW DOUGLAS",H2WI02157,WI,Open seat,DEMOCRATIC PARTY,House,[2012],[2012],2011-11-01,2012-02-08T21:34:02
15369,"SILVERMAN, SAMUEL BROWN",H6TX13076,TX,Challenger,DEMOCRATIC PARTY,House,"[1996, 1998]",[1996],1996-01-11,2002-04-03T00:00:00
15370,"SILVER, ROBIN DEREK MD",H6AZ04144,AZ,Challenger,REPUBLICAN PARTY,House,"[1996, 1998]",[1996],1996-07-08,2002-04-03T00:00:00
15371,"SILVER, SCOTT C",H6OR02132,OR,Challenger,DEMOCRATIC PARTY,House,"[2006, 2008]",[2006],2006-02-10,2009-04-29T00:00:00
15372,"SILVERSTEIN, MATTHEW BENJAMIN",S4OK00216,OK,Challenger,DEMOCRATIC PARTY,Senate,"[2014, 2016, 2018]",[2014],2014-03-20,2018-02-17T09:16:20
15373,"SIMCOX, CHRIS",S0AZ00202,AZ,Challenger,REPUBLICAN PARTY,Senate,"[2010, 2012, 2014, 2016]",[2010],2009-04-20,2016-11-17T06:10:49
15374,"SIMIRIGLIO, JOSEPH A JR",H8PA01112,PA,Challenger,REPUBLICAN PARTY,House,"[1988, 1990]","[1988, 1990]",1988-09-09,2002-03-30T00:00:00
15375,"SIMITIAN, S JOSEPH",H0CA15171,CA,,DEMOCRATIC PARTY,House,"[2010, 2012, 2014, 2016, 2018]","[2010, 2012, 2014]",2014-11-18,2015-04-02T15:52:44
15376,"SIMMERMAN, JERRELL SHAYNE",H2IN02071,IN,Challenger,REPUBLICAN PARTY,House,"[1992, 1994, 1996, 1998, 2000]",[1992],1992-02-04,2002-04-07T00:00:00
15377,"SIMMONS-ASMUSSEN, JERRI LOU",H4TX19219,TX,Challenger,DEMOCRATIC PARTY,House,[2004],[2004],2003-05-12,2005-03-02T00:00:00
15378,"SIMMONS, BARBARA LETT",H0DC00082,DC,Open seat,DEMOCRATIC PARTY,House,[1990],[1990],1990-05-11,2002-03-30T00:00:00
15379,"SIMMONS, BERT JOHN",S8CA00168,CA,Challenger,UNKNOWN,Senate,"[1998, 2000]",[1998],1998-01-21,2002-04-07T00:00:00
15380,"SIMMONS, DOANITA MRS",H6MO03325,MO,Challenger,CONSTITUTION PARTY,House,"[2016, 2018]",[2016],2016-04-11,2016-06-06T21:00:43
15381,"SIMMONS, JOHN",S4IL00248,IL,Open seat,DEMOCRATIC PARTY,Senate,[2004],[2004],2003-05-30,2004-02-20T00:00:00
15382,"SIMMONS, JOHN G",H6CA22018,CA,Challenger,DEMOCRATIC PARTY,House,"[1986, 1988, 1990]","[1986, 1988]",1986-02-27,2002-03-30T00:00:00
15383,"SIMMONS, JUSTIN JAY",H8PA15179,PA,Open seat,REPUBLICAN PARTY,House,[2018],[2018],2017-09-21,2018-01-09T21:09:43
15384,"SIMMONS, MICHAEL ARTHUR JR",S0MO00233,MO,Open seat,CONSTITUTION PARTY,Senate,[2010],[2010],2010-03-06,2010-03-15T22:02:45
15385,"SIMMONS, ROB",H0CT02124,CT,Challenger,REPUBLICAN PARTY,House,"[2000, 2002, 2004, 2006, 2008]","[2000, 2002, 2004, 2006]",2006-05-04,2009-04-29T00:00:00
15386,"SIMMONS, ROBERT L",H4CA41013,CA,Challenger,DEMOCRATIC PARTY,House,"[1984, 1986, 1988, 1990]",[1984],1984-01-20,2002-03-30T00:00:00
15387,"SIMMONS, ROBERT R",S0CT00102,CT,Open seat,REPUBLICAN PARTY,Senate,"[2010, 2012]",[2010],2010-01-21,2011-06-21T09:19:11
15388,"SIMMONS, RON",H8NM03238,NM,Open seat,INDEPENDENT,House,[2008],[2008],2008-07-10,2008-07-24T00:00:00
15389,"SIMMONS, SYLVIA",H8CA12072,CA,Challenger,DEMOCRATIC PARTY,House,[1988],[1988],1987-10-07,2005-05-26T00:00:00
15390,"SIMMONS, THOMAS T",H6MA01096,MA,Challenger,LIBERTARIAN PARTY,House,"[2016, 2018]",[2016],2016-05-26,2017-02-23T14:47:46
15391,"SIMON, ELLEN",H6AZ00035,AZ,Challenger,DEMOCRATIC PARTY,House,"[2006, 2008, 2010]","[2006, 2008]",2007-05-02,2009-04-29T00:00:00
15392,"SIMONE, LYNN C MISS",S2MA00071,MA,Challenger,INDEPENDENT,Senate,"[1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996]",[1982],1982-05-18,2002-04-02T00:00:00
15393,"SIMONETTA, JOE",H4FL13036,FL,Challenger,DEMOCRATIC PARTY,House,[2004],[2004],2003-05-02,2005-03-02T00:00:00
15394,"SIMONETTA, JOSEPH R",H6PA15017,PA,Challenger,DEMOCRATIC PARTY,House,[1986],[1986],1985-12-02,2002-03-30T00:00:00
15395,"SIMONETTA, JOSEPH R",S0FL00262,FL,Open seat,NATURAL LAW PARTY,Senate,"[2000, 2002]",[2000],2000-07-17,2002-04-12T00:00:00
15396,"SIMON, FRED J JR MD",H4CA52077,CA,Challenger,REPUBLICAN PARTY,House,"[2014, 2016, 2018]","[2014, 2016]",2016-03-01,2016-03-16T21:02:32
15397,"SIMON, JAMES ROBERT",H2NE02017,NE,Challenger,DEMOCRATIC PARTY,House,"[2002, 2004, 2006]",[2002],2002-02-22,2002-04-16T00:00:00
15398,"SIMON, NEAL",S8MD00302,MD,Challenger,INDEPENDENT,Senate,[2018],[2018],2018-02-09,2018-05-14T23:12:12
15399,"SIMON, PAUL",S4IL00040,IL,Challenger,DEMOCRATIC PARTY,Senate,"[1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998]","[1984, 1990, 1996]",1990-11-21,2002-04-03T00:00:00
15400,"SIMON, PAUL",P80000888,US,Challenger,DEMOCRATIC PARTY,President,"[1988, 1990, 1992, 1994, 1996, 1998]",[1988],1987-04-16,2002-04-03T00:00:00
15401,"SIMON, RICK",H0CA42142,CA,Challenger,REFORM PARTY,House,"[2000, 2002]",[2000],1999-11-08,2002-04-12T00:00:00
15402,"SIMONSEN, SOREN DAHL",H2UT03249,UT,Challenger,DEMOCRATIC PARTY,House,"[2012, 2014]",[2012],2012-06-20,2013-04-26T09:04:30
15403,"SIMONS, LYNN OSBORN",S8WY00106,WY,Challenger,DEMOCRATIC PARTY,Senate,"[1988, 1990]",[1988],1988-06-03,2002-03-30T00:00:00
15404,"SIMPKINS, JOE STOCKETT",H4TN06010,TN,Challenger,REPUBLICAN PARTY,House,"[1984, 1986]",[1984],1984-02-09,2002-03-30T00:00:00
15405,"SIMPSON, BOB",H0IA01059,IA,Challenger,DEMOCRATIC PARTY,House,"[2000, 2002, 2004, 2006]",[2000],2000-05-25,2002-04-12T00:00:00
15406,"SIMPSON, CORY",H6WV02101,WV,Challenger,DEMOCRATIC PARTY,House,[2016],[2016],2016-02-08,2016-04-22T21:38:49
15407,"SIMPSON, DAVID GUYTON",H8LA01080,LA,Open seat,REPUBLICAN PARTY,House,[2008],[2008],2008-03-06,2008-04-04T00:00:00
15408,"SIMPSON, DICK",H2IL00010,IL,Challenger,DEMOCRATIC PARTY,House,"[1992, 1994]","[1992, 1994]",1993-05-24,2002-03-30T00:00:00
15409,"SIMPSON, MARVIN B III",H8IA03033,IA,Challenger,REPUBLICAN PARTY,House,"[1988, 1990, 1992, 1994, 1996]",[1988],1988-05-11,2002-04-02T00:00:00
15410,"SIMPSON, MICHAEL",H8ID02064,ID,Incumbent,REPUBLICAN PARTY,House,"[1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]","[1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",2017-02-06,2017-03-14T20:59:15
15411,"SIMPSON, MICHAEL ANTHONY",H2MI07081,MI,Challenger,DEMOCRATIC PARTY,House,"[2002, 2004]",[2002],2002-04-20,2002-07-23T00:00:00
15412,"SIMPSON, SAMM",H6FL10102,FL,Challenger,DEMOCRATIC PARTY,House,"[2006, 2008]","[2006, 2008]",2008-02-15,2009-04-29T00:00:00
15413,"SIMPSON, STEPHEN K MR.",H2GA10117,GA,Open seat,REPUBLICAN PARTY,House,"[2012, 2014, 2016, 2018]","[2012, 2014]",2013-06-18,2015-04-02T15:52:44
15414,"SIMPSON, THOMAS E (TOM)",H2GA10059,GA,Challenger,REPUBLICAN PARTY,House,"[1992, 1994, 1996, 1998]",[1992],1992-02-10,2002-04-03T00:00:00
15415,"SIMS, BRIAN KENDALL",H6PA02163,PA,Challenger,DEMOCRATIC PARTY,House,"[2016, 2018]",[2016],2015-10-05,2017-02-23T14:47:46
15416,"SIMS, JORDAN R",H2IL01133,IL,Challenger,DEMOCRATIC PARTY,House,[2012],[2012],2011-08-10,2012-01-20T21:36:05
15417,"SIMS, KALEB",H6TX17101,TX,Challenger,REPUBLICAN PARTY,House,[2016],[2016],2015-10-30,2016-02-10T21:28:21
15418,"SIMS, LAWRENCE H",H6MI05144,MI,Challenger,REPUBLICAN PARTY,House,"[1996, 1998]",[1996],1996-06-27,2002-04-03T00:00:00
15419,"SIMS, RICHARD PAUL",H8TN03166,TN,Challenger,DEMOCRATIC PARTY,House,"[1998, 2000, 2002]","[1998, 2000]",2000-04-28,2002-04-12T00:00:00
15420,"SIMS, RONALD CORDELL",S4WA00334,WA,Challenger,DEMOCRATIC PARTY,Senate,"[1994, 1996, 1998]",[1994],1994-01-13,2002-04-03T00:00:00
15421,"SINAGRA, JOSEPH",H6NJ12185,NJ,Challenger,REPUBLICAN PARTY,House,"[2006, 2008]",[2006],2006-11-09,2009-04-29T00:00:00
15422,"SINAPI, RICHARD ALAN",H4RI02016,RI,Challenger,DEMOCRATIC PARTY,House,"[1984, 1986, 1988, 1990]",[1984],1984-03-16,2002-03-30T00:00:00
15423,"SINATRA, CYNTHIA W",H6TX14108,TX,Challenger,REPUBLICAN PARTY,House,"[2006, 2008]",[2006],2006-01-30,2009-04-29T00:00:00
15424,"SINCLAIR, MARY F",H4VA01021,VA,Challenger,DEMOCRATIC PARTY,House,"[1994, 1996]",[1994],1994-05-20,2002-04-02T00:00:00
15425,"SINCLAIR, RALPH H",H2VT00052,VT,Challenger,REPUBLICAN PARTY,House,"[1992, 1994]",[1992],1992-03-23,2002-03-30T00:00:00
15426,"SINCLAIR, SUZANNE LORENZ",H4WA02124,WA,Challenger,REPUBLICAN PARTY,House,"[2004, 2006]",[2004],2003-10-14,2005-03-02T00:00:00
15427,"SINEMA, KYRSTEN",H2AZ09019,AZ,Incumbent,DEMOCRATIC PARTY,House,"[2012, 2014, 2016, 2018]","[2012, 2014, 2016, 2018]",2016-11-30,2017-03-02T21:00:15
15428,"SINEMA, KYRSTEN",S8AZ00197,AZ,Open seat,DEMOCRATIC PARTY,Senate,[2018],[2018],2018-10-03,2018-10-03T21:15:11
15429,"SINGEL, MARK STEPHEN",S2PA00059,PA,Challenger,DEMOCRATIC PARTY,Senate,"[1992, 1994, 1996, 1998]",[1992],1991-12-06,2002-04-03T00:00:00
15430,"SINGER, ALEX CHANNING",H6NV03147,NV,Open seat,DEMOCRATIC PARTY,House,"[2016, 2018]",[2016],2016-01-29,2016-02-29T20:58:50
15431,"SINGER, JAMES COURAGE",S8UT00135,UT,Open seat,DEMOCRATIC PARTY,Senate,[2018],[2018],2017-05-02,2018-04-03T21:07:16
15432,"SINGER, JAMES COURAGE",H8UT03402,UT,Challenger,DEMOCRATIC PARTY,House,[2018],[2018],2018-03-19,2018-07-23T21:09:09
15433,"SINGH, AMIT KUMAR",H8VA08134,VA,Challenger,REPUBLICAN PARTY,House,"[2008, 2010]",[2008],2008-03-04,2008-04-21T00:00:00
15434,"SINGH, HIRSH",H8NJ02216,NJ,Open seat,REPUBLICAN PARTY,House,[2018],[2018],2018-02-20,2018-04-17T21:13:11
15435,"SINGH, NAVRAJ",H8CA27088,CA,Challenger,REPUBLICAN PARTY,House,"[2008, 2010, 2012, 2014, 2016, 2018]","[2008, 2010, 2012, 2014, 2016]",2009-09-29,2016-06-06T21:00:43
15436,"SINGH, SUKHMANDER",H2CA00088,CA,Challenger,DEMOCRATIC PARTY,House,"[2002, 2004]",[2002],2002-01-14,2002-04-12T00:00:00
15437,"SINGH, VANILA M",H4CA17294,CA,Challenger,REPUBLICAN PARTY,House,"[2014, 2016]",[2014],2013-12-26,2015-04-02T15:52:44
15438,"SINGLETARY, WILLIE FLOYD",H8PA01252,PA,Open seat,DEMOCRATIC PARTY,House,[2018],[2018],2018-03-08,2018-03-08T21:07:11
15439,"SINGLETON, HARRY MICHAEL",H0DC00033,DC,Challenger,REPUBLICAN PARTY,House,"[1990, 1992, 1994, 1996, 1998]",[1990],1990-02-08,2002-04-03T00:00:00
15440,"SINGLETON, MARILYN M",H2CA13099,CA,Challenger,UNKNOWN,House,"[2012, 2014]",[2012],2011-12-12,2013-04-26T09:04:30
15441,"SINGLETON, PHILIP JERALD",H8GA03044,GA,Challenger,REPUBLICAN PARTY,House,[2018],[2018],2018-03-11,2018-03-11T21:06:44
15442,"SINK, ALEX",H4FL13093,FL,Open seat,DEMOCRATIC PARTY,House,"[2014, 2016, 2018]",[2014],2013-10-31,2015-04-02T15:52:44
15443,"SINK-BURRIS, REBECCA",S8IN00080,IN,Open seat,LIBERTARIAN PARTY,Senate,"[1998, 2010, 2012]","[1998, 2010]",2010-06-15,2011-06-21T09:19:11
15444,"SINNER, GEORGE B",H4ND00046,ND,Challenger,DEMOCRATIC PARTY,House,"[2014, 2016]",[2014],2014-03-26,2015-04-02T15:52:44
15445,"SINNOTT, WILLIAM F",H2MA09148,MA,Challenger,DEMOCRATIC PARTY,House,"[2000, 2002, 2004, 2006, 2008, 2010, 2012]",[2001],2001-07-26,2006-06-16T23:00:03
15446,"SINTON, STEPHEN MARC",H6GA06108,GA,Challenger,DEMOCRATIC PARTY,House,"[2006, 2008]",[2006],2005-12-15,2009-04-29T00:00:00
15447,"SIPPRELLE, SCOTT",H0NJ12162,NJ,Challenger,REPUBLICAN PARTY,House,"[2010, 2012]",[2010],2010-05-21,2011-02-24T10:53:11
15448,"SIRES, ALBIO",H6NJ13191,NJ,Incumbent,DEMOCRATIC PARTY,House,"[2006, 2008, 2010, 2012, 2014, 2016, 2018]","[2006, 2008, 2010, 2012, 2014, 2016, 2018]",2017-01-21,2017-03-02T21:00:15
15449,"SIRES, ALBIO JR",H6NJ14124,NJ,Challenger,REPUBLICAN PARTY,House,"[1986, 1988, 1990, 1992, 1994, 1996]",[1986],1986-05-30,2002-04-02T00:00:00
15450,"SIR, MARTIN STEPHEN",H4TN06036,TN,Challenger,DEMOCRATIC PARTY,House,"[1984, 1986, 1988, 1990, 1992, 1994]",[1984],1983-07-29,2002-03-30T00:00:00
15451,"SISISKY, NORMAN",H2VA04011,VA,Challenger,DEMOCRATIC PARTY,House,"[1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004]","[1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000]",1999-11-15,2002-04-12T00:00:00
15452,"SISTEK, LEONARD ALBERT MR. JR.",H8CO04125,CO,Challenger,DEMOCRATIC PARTY,House,[2018],[2018],2018-02-15,2018-04-17T21:13:11
15453,"SI, TAE HEE",H4OK04135,OK,Challenger,DEMOCRATIC PARTY,House,[2014],[2014],2013-06-17,2013-11-05T22:18:20
15454,"SITTENFELD, P G",S6OH00247,OH,Challenger,DEMOCRATIC PARTY,Senate,[2016],[2016],2015-01-22,2016-11-17T06:10:49
15455,"SITTER, DOUGLAS RICHARD",H4CO03134,CO,Challenger,REPUBLICAN PARTY,House,"[2004, 2006]",[2004],2003-10-27,2006-06-16T00:00:00
15456,"SITTON, DAVE",H2AZ08060,AZ,Open seat,REPUBLICAN PARTY,House,"[2012, 2014]",[2012],2012-01-31,2013-04-26T09:04:30
15457,"SIUM, OGBAZGHI OBI",H6MN04228,MN,Challenger,REPUBLICAN PARTY,House,"[2006, 2008]",[2006],2005-08-18,2009-04-29T00:00:00
15458,"SIVAK, LACEY MARK",P60003183,US,Challenger,UNKNOWN,President,"[1994, 1996, 1998, 2000, 2002]","[1996, 2000]",1997-01-15,2002-04-12T00:00:00
15459,"SIVARAJAH, RHONDA",H4MN06103,MN,Open seat,REPUBLICAN PARTY,House,[2014],[2014],2013-06-21,2013-07-18T22:49:31
15460,"SIVELLA, DAVID FRANCIS",H4NJ09038,NJ,Challenger,DEMOCRATIC PARTY,House,"[1994, 1996, 1998, 2000]",[1994],1994-02-23,2002-04-07T00:00:00
15461,"SKAGGS, DAVID E",H6CO02081,CO,Challenger,DEMOCRATIC PARTY,House,"[1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000]","[1986, 1988, 1990, 1992, 1994, 1996, 1998]",1997-02-14,2002-04-07T00:00:00
15462,"SKAGGS, SALLY HARRIS",H4KY04044,KY,Challenger,DEMOCRATIC PARTY,House,"[1994, 1996]",[1994],1994-04-08,2002-04-02T00:00:00
15463,"SKAINS, JAMES RONALD",H0LA04057,LA,Challenger,INDEPENDENT,House,"[2000, 2002]",[2000],2000-09-05,2002-04-12T00:00:00
15464,"SKARIN, BRUCE",S4MA00259,MA,Challenger,INDEPENDENT,Senate,"[2014, 2016]",[2014],2014-06-02,2016-11-17T06:10:49
15465,"SKEELE, CHARLES WINSLOW JR",H4NY23042,NY,Challenger,DEMOCRATIC PARTY,House,"[1994, 1996]",[1994],1994-05-26,2002-04-02T00:00:00
15466,"SKELLY, MARTIN O",H4SC01180,SC,Open seat,DEMOCRATIC PARTY,House,[2014],[2013],2013-01-30,2013-03-11T22:25:30
15467,"SKELLY, MICHAEL PETER",H8TX07074,TX,Challenger,DEMOCRATIC PARTY,House,"[2008, 2010]",[2008],2007-12-19,2008-04-04T00:00:00
15468,"SKELTON, SHANE JOHN",H8CA26106,CA,Challenger,REPUBLICAN PARTY,House,[2018],[2018],2017-04-01,2017-08-01T20:57:28
15469,"SKEWES, PETER ALAN PH.D.",P60012960,US,Open seat,AMERICAN PARTY,President,[2016],[2016],2016-03-14,2016-11-17T06:10:49
15470,"SKINNER, DAVID E",H2CA37189,CA,Challenger,DEMOCRATIC PARTY,House,"[1982, 1984, 1986, 1988, 1990, 1992]","[1982, 1984, 1986]",1986-06-02,2002-03-30T00:00:00
15471,"SKINNER, NANCY",S4IL00255,IL,Challenger,DEMOCRATIC PARTY,Senate,"[2004, 2006, 2008]",[2004],2003-07-28,2006-06-16T00:00:00
15472,"SKINNER, NANCY ANN",H6MI09146,MI,Challenger,DEMOCRATIC PARTY,House,"[2006, 2008, 2010, 2014, 2016]","[2006, 2008, 2014]",2014-03-24,2015-04-02T15:52:44
15473,"SKINNER, SHERRILL NATHAN",H2FL02033,FL,Open seat,DEMOCRATIC PARTY,House,"[1982, 1984, 1986]","[1982, 1986]",1986-06-20,2002-03-30T00:00:00
15474,"SKLAR, SHANE",H6TX14090,TX,Challenger,DEMOCRATIC PARTY,House,"[2006, 2008]",[2006],2006-09-20,2009-04-29T00:00:00
15475,"SKOIEN, GARY JOHN",H2IL08047,IL,Challenger,REPUBLICAN PARTY,House,"[1992, 1994, 1996, 1998, 2000]","[1992, 1994]",1993-08-23,2002-04-07T00:00:00
15476,"SKOLD, ALIDA",H6WA08076,WA,Challenger,DEMOCRATIC PARTY,House,[2016],[2016],2016-04-07,2016-07-19T20:58:30
15477,"SKOLNICK, SHELTON",H2MD08084,MD,Open seat,REPUBLICAN PARTY,House,"[1992, 2012, 2016, 2018]","[1992, 2012, 2016]",2015-11-10,2016-01-04T20:57:31
15478,"SKORNIA, THOMAS A",H6CA12100,CA,Challenger,REPUBLICAN PARTY,House,"[1986, 1988, 1990, 1992, 1994, 1996]",[1986],1989-01-27,2002-04-02T00:00:00
15479,"SKORSKI, ALAN",H2NY04111,NY,Challenger,REPUBLICAN PARTY,House,"[2002, 2004, 2006]",[2002],2001-05-07,2002-04-12T00:00:00
15480,"SKOTTE, DANIEL MARK",H4OR02061,OR,Challenger,REPUBLICAN PARTY,House,"[1994, 1996]",[1994],1994-02-23,2002-04-02T00:00:00
15481,"SKRILL, STEWART",H0VT00098,VT,Challenger,NONE,House,"[2000, 2002]",[2000],2000-10-27,2002-04-12T00:00:00
15482,"SKROPOS, GUS JAMES",H0CA36060,CA,Challenger,REPUBLICAN PARTY,House,[1990],[1990],1989-12-18,2002-03-30T00:00:00
15483,"SKUBISH, LAWRENCE J PHB",H8IN01070,IN,Challenger,REPUBLICAN PARTY,House,"[1988, 1990, 1992, 1994, 1996]",[1988],1988-04-09,2002-04-02T00:00:00
15484,"SLABY, LYNN C MR",H6OH14115,OH,Challenger,REPUBLICAN PARTY,House,"[1986, 1988, 1990, 1992, 1994, 1996, 1998]","[1986, 1994]",1994-08-13,2002-04-03T00:00:00
15485,"SLAIMAN, GARY D",H8VA08076,VA,Challenger,DEMOCRATIC PARTY,House,"[1988, 1990]",[1988],1988-04-06,2002-03-30T00:00:00
15486,"SLAK, DANIEL",H0WI04058,WI,Challenger,DEMOCRATIC PARTY,House,"[1990, 1992, 1994, 1996]",[1990],1990-08-13,2002-04-02T00:00:00
15487,"SLASON, EUGENE F JR",H2CT06097,CT,Challenger,DEMOCRATIC PARTY,House,"[1992, 1994]",[1992],1991-01-15,2002-03-30T00:00:00
15488,"SLATE, ADAM",H8VA05130,VA,Open seat,DEMOCRATIC PARTY,House,[2018],[2018],2017-05-26,2018-08-07T21:19:28
15489,"SLATER, BRUCE A",H8PA16045,PA,Challenger,DEMOCRATIC PARTY,House,"[2008, 2010]",[2008],2007-07-16,2008-01-07T00:00:00
15490,"SLATON, BILL",H0CA03094,CA,Challenger,DEMOCRATIC PARTY,House,[2010],[2010],2009-06-08,2009-07-21T00:00:00
15491,"SLATTEN, JIM",H6LA07123,LA,Challenger,REPUBLICAN PARTY,House,"[1996, 1998]",[1996],1996-02-05,2002-04-03T00:00:00
15492,"SLATTER, DAVID CURTIS",H2TX28024,TX,Challenger,REPUBLICAN PARTY,House,"[1992, 1994, 1996]","[1992, 1994]",1994-01-26,2002-04-02T00:00:00
15493,"SLATTERY, JAMES CHARLES",H2KS02010,KS,Challenger,DEMOCRATIC PARTY,House,"[1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996]","[1982, 1984, 1986, 1988, 1990, 1992]",1993-02-25,2002-04-02T00:00:00
15494,"SLATTERY, JIM",S8KS00235,KS,Challenger,DEMOCRATIC PARTY,Senate,"[2008, 2010]",[2008],2008-06-11,2008-06-13T00:00:00
15495,"SLATTERY, WILLIAM",H6WI06126,WI,Challenger,DEMOCRATIC PARTY,House,[2016],[2016],2016-04-19,2016-07-19T20:58:30
15496,"SLAUGHTER, D FRENCH III",H2VA07048,VA,Challenger,REPUBLICAN PARTY,House,[1992],[1992],1991-07-11,2002-03-30T00:00:00
15497,"SLAUGHTER, D FRENCH JR",H4VA07010,VA,Challenger,REPUBLICAN PARTY,House,"[1984, 1986, 1988, 1990, 1992, 1994]","[1984, 1986, 1988, 1990, 1992]",1991-05-10,2002-03-30T00:00:00
15498,"SLAUGHTER, KATHARINE E",H2VA07055,VA,Challenger,DEMOCRATIC PARTY,House,"[1992, 1994]",[1992],1991-08-07,2002-03-30T00:00:00
15499,"SLAUGHTER, LOUISE",H6NY03031,NY,Incumbent,DEMOCRATIC PARTY,House,"[1976, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]","[1976, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018]",2017-02-07,2017-03-14T20:59:15
15500,"SLAVENS, JOHN CALVIN",H6TX03150,TX,Challenger,REPUBLICAN PARTY,House,"[2016, 2018]",[2016],2015-04-21,2017-02-23T14:47:46
15501,"SLAVICK, WILLIAM HENRY",S6ME00266,ME,Challenger,INDEPENDENT,Senate,"[2006, 2008]",[2006],2006-10-18,2009-04-29T00:00:00
15502,"SLAVIN, STEPHANIE",H2FL13048,FL,Challenger,DEMOCRATIC PARTY,House,"[1992, 1994, 1996, 1998, 2000]",[1992],1991-12-03,2002-04-07T00:00:00
15503,"SLAYTON, RODERIC H",H6VA07072,VA,Challenger,DEMOCRATIC PARTY,House,"[1996, 1998, 2000]",[1996],1996-07-26,2002-04-07T00:00:00
15504,"SLEATH, KENT",H6CT01123,CT,Challenger,REPUBLICAN PARTY,House,"[1996, 1998]",[1996],1996-10-07,2002-04-03T00:00:00
15505,"SLEDGE, ROLAND DONALD",H0AL03168,AL,Open seat,REPUBLICAN PARTY,House,"[1990, 1992, 1994, 1996]","[1990, 1992, 1996]",1996-03-04,2002-04-02T00:00:00
15506,"SLEEPER, SONJA",H0GA13016,GA,Challenger,REPUBLICAN PARTY,House,"[2010, 2012, 2014, 2016, 2018]",[2010],2009-03-13,2009-04-06T21:42:04
15507,"SLEZAK, JAMES",H2MI05127,MI,Open seat,REPUBLICAN PARTY,House,[2012],[2012],2011-09-30,2012-02-08T21:34:02
15508,"SLINKER, KEITH HAROLD",P20001640,US,Challenger,REPUBLICAN PARTY,President,"[1992, 1994, 1996, 1998, 2000, 2002, 2004]","[1992, 1996, 2000, 2004]",2002-09-16,2002-09-17T00:00:00
15509,"SLOAN, DOUGLASS",H0DC00157,DC,Challenger,DEMOCRATIC PARTY,House,"[2010, 2012]",[2010],2010-02-26,2011-02-24T10:53:12
15510,"SLOANE, HARVEY I MD",S8KY00100,KY,Challenger,DEMOCRATIC PARTY,Senate,"[1988, 1990, 1992, 1994, 1996, 1998]",[1990],1988-09-27,2002-04-03T00:00:00
15511,"SLOAN, MARK STEPHEN MR",S0SC00230,SC,,REPUBLICAN PARTY,Senate,[2018],[2020],2018-04-23,2018-04-24T21:15:20
15512,"SLOAN, RICHARD S",H4OH12015,OH,Challenger,DEMOCRATIC PARTY,House,"[1984, 1986]",[1984],1985-06-04,2002-03-30T00:00:00
15513,"SLOCUM, PATRICIA",H4LA04018,LA,Challenger,REPUBLICAN PARTY,House,[1994],[1994],1994-08-29,2002-03-30T00:00:00
15514,"SLONE, HARDY ADONN",H8TX09062,TX,Challenger,REPUBLICAN PARTY,House,"[1998, 2000, 2002]",[1998],1997-12-15,2002-04-12T00:00:00
