,Date,Poll,Race/Topic (Click to Sort),Results,Spread,Year
16828,"Wednesday, April 06",NBC/WSJ,2012 Republican Presidential Nomination,"Huckabee 17, Romney 21, Trump 17, Palin 10, Gingrich 11, Paul , Bachmann 5, Pawlenty 6, Daniels , Santorum 3",Romney +4,2011
16829,"Wednesday, April 06",NBC News/Wall St. Jrnl,President Obama vs. Republican Candidate,"Obama 43, Republican 38",Obama +5,2011
16830,"Wednesday, April 06",FOX News,President Obama Job Approval,"Approve 49, Disapprove 47",Approve +2,2011
16831,"Wednesday, April 06",Neighborhood (R),Iowa Republican Presidential Primary,"Huckabee 21, Romney 14, Trump 9, Gingrich 8, Palin 7, Bachmann 5, Pawlenty 4, Paul 3, Cain 3, Barbour 1",Huckabee +7,2011
16832,"Wednesday, April 06",NBC News/Wall St. Jrnl,President Obama Job Approval,"Approve 49, Disapprove 45",Approve +4,2011
16833,"Wednesday, April 06",NBC News/Wall St. Jrnl,Direction of Country,"Right Direction 28, Wrong Track 63",Wrong Track +35,2011
16834,"Wednesday, April 06",NBC News/Wall St. Jrnl,Congressional Job Approval,"Approve 20, Disapprove 73",Disapprove +53,2011
16835,"Wednesday, April 06",Rasmussen Reports,Direction of Country,"Right Direction 24, Wrong Track 72",Wrong Track +48,2011
16836,"Tuesday, April 05",PPP (D),New Hampshire Republican Presidential Primary,"Romney 31, Huckabee 15, Palin 10, Gingrich 13, Paul 10, Pawlenty 4, Barbour 2",Romney +16,2011
16837,"Tuesday, April 05",PPP (D),New Hampshire Republican Presidential Primary,"Romney 27, Trump 21, Huckabee 12, Gingrich 12, Paul 9, Palin 7, Pawlenty 4",Romney +6,2011
16838,"Tuesday, April 05",PPP (D),Florida Republican Presidential Primary,"Romney 18, Huckabee 18, Gingrich 18, Trump , Palin 15, Pawlenty 6, Daniels , Paul 6, Bachmann 7",Tie,2011
16839,"Monday, April 04",Rasmussen Reports,Repeal of Health Care Law: Favor/Oppose,"Favor Repeal 54, Oppose Repeal 39",Favor Repeal +15,2011
16840,"Friday, April 01",Inside MI Politcs/MRG,Michigan Senate - Hekman vs. Stabenow,"Stabenow 45, Hekman 34",Stabenow +11,2011
16841,"Thursday, March 31",Associated Press/GfK,President Obama Job Approval,"Approve 53, Disapprove 45",Approve +8,2011
16842,"Thursday, March 31",Associated Press/GfK,Congressional Job Approval,"Approve 27, Disapprove 71",Disapprove +44,2011
16843,"Thursday, March 31",Associated Press/GfK,Direction of Country,"Right Direction 35, Wrong Track 62",Wrong Track +27,2011
16844,"Thursday, March 31",FDU/Public Mind,President Obama Job Approval,"Approve 44, Disapprove 48",Disapprove +4,2011
16845,"Thursday, March 31",FDU/Public Mind,Direction of Country,"Right Direction 27, Wrong Track 59",Wrong Track +32,2011
16846,"Thursday, March 31",Rasmussen Reports,Direction of Country,"Right Direction 25, Wrong Track 68",Wrong Track +43,2011
16847,"Thursday, March 31",FDU/Public Mind,General Election: Huckabee vs. Obama,"Obama 46, Huckabee 46",Tie,2011
16848,"Thursday, March 31",FDU/Public Mind,General Election: Romney vs. Obama,"Obama 44, Romney 43",Obama +1,2011
16849,"Thursday, March 31",FDU/Public Mind,General Election: Palin vs. Obama,"Obama 54, Palin 34",Obama +20,2011
16850,"Thursday, March 31",FDU/Public Mind,General Election: Gingrich vs. Obama,"Obama 52, Gingrich 37",Obama +15,2011
16851,"Thursday, March 31",FDU/Public Mind,General Election: Pawlenty vs. Obama,"Obama 48, Pawlenty 34",Obama +14,2011
16852,"Wednesday, March 30",Quinnipiac,President Obama Job Approval,"Approve 42, Disapprove 48",Disapprove +6,2011
16853,"Wednesday, March 30",PPP (D),Florida Senate - Haridopolos vs. Nelson,"Nelson 50, Haridopolos 34",Nelson +16,2011
16854,"Wednesday, March 30",PPP (D),Florida Senate - Hasner vs. Nelson,"Nelson 48, Hasner 32",Nelson +16,2011
16855,"Wednesday, March 30",PPP (D),Florida Senate - LeMieux vs. Nelson,"Nelson 48, LeMieux 33",Nelson +15,2011
16856,"Wednesday, March 30",Quinnipiac,President Obama vs. Republican Candidate,"Obama 36, Republican 37",Republican +1,2011
16857,"Monday, March 28",Rasmussen Reports,Repeal of Health Care Law: Favor/Oppose,"Favor Repeal 58, Oppose Repeal 36",Favor Repeal +22,2011
16858,"Friday, March 25",Gallup,2012 Republican Presidential Nomination,"Huckabee 19, Romney 15, Trump , Palin 12, Gingrich 10, Paul 6, Bachmann 5, Pawlenty 3, Daniels 4, Santorum 2",Huckabee +4,2011
16859,"Wednesday, March 23",CNN,2012 Republican Presidential Nomination,"Huckabee 19, Romney 18, Trump 10, Palin 12, Gingrich 14, Paul 8, Bachmann , Pawlenty 3, Daniels 3, Santorum 3",Huckabee +1,2011
16860,"Wednesday, March 23",Rasmussen Reports,Direction of Country,"Right Direction 23, Wrong Track 71",Wrong Track +48,2011
16861,"Wednesday, March 23",PPP (D),Michigan Senate - Hekman vs. Stabenow,"Stabenow 52, Hekman 33",Stabenow +19,2011
16862,"Wednesday, March 23",Pew Research,2012 Republican Presidential Nomination,"Huckabee 20, Romney 21, Trump , Palin 13, Gingrich 11, Paul 8, Bachmann , Pawlenty 3, Daniels 2, Santorum 2",Romney +1,2011
16863,"Wednesday, March 23",Pew Research,President Obama vs. Republican Candidate,"Obama 47, Republican 37",Obama +10,2011
16864,"Wednesday, March 23",PPP (D),Michigan Senate - Hoekstra vs. Stabenow,"Stabenow 50, Hoekstra 38",Stabenow +12,2011
16865,"Tuesday, March 22",CBS News,President Obama Job Approval,"Approve 49, Disapprove 41",Approve +8,2011
16866,"Tuesday, March 22",PPP (D),North Carolina Governor - McCrory vs. Perdue,"McCrory 50, Perdue 36",McCrory +14,2011
16867,"Monday, March 21",CNN,President Obama Job Approval,"Approve 51, Disapprove 47",Approve +4,2011
16868,"Monday, March 21",Rasmussen Reports,Repeal of Health Care Law: Favor/Oppose,"Favor Repeal 53, Oppose Repeal 42",Favor Repeal +11,2011
16869,"Monday, March 21",Billings Gazette,Montana Senate - Rehberg vs. Tester,"Tester 46, Rehberg 45",Tester +1,2011
16870,"Friday, March 18",FOX News,President Obama Job Approval,"Approve 49, Disapprove 44",Approve +5,2011
16871,"Friday, March 18",FOX News,Congressional Job Approval,"Approve 24, Disapprove 65",Disapprove +41,2011
16872,"Friday, March 18",National Journal/FD,Direction of Country,"Right Direction 26, Wrong Track 60",Wrong Track +34,2011
16873,"Friday, March 18",National Journal/FD,President Obama Job Approval,"Approve 49, Disapprove 44",Approve +5,2011
16874,"Wednesday, March 16",PPP (D),General Election: Huckabee vs. Obama,"Obama 48, Huckabee 43",Obama +5,2011
16875,"Wednesday, March 16",PPP (D),General Election: Romney vs. Obama,"Obama 47, Romney 42",Obama +5,2011
16876,"Wednesday, March 16",Rasmussen Reports,Direction of Country,"Right Direction 22, Wrong Track 72",Wrong Track +50,2011
16877,"Wednesday, March 16",PPP (D),General Election: Palin vs. Obama,"Obama 53, Palin 38",Obama +15,2011
16878,"Wednesday, March 16",PPP (D),General Election: Gingrich vs. Obama,"Obama 50, Gingrich 39",Obama +11,2011
16879,"Wednesday, March 16",PPP (D),General Election: Pawlenty vs. Obama,"Obama 47, Pawlenty 33",Obama +14,2011
16880,"Tuesday, March 15",ABC News/Wash Post,President Obama Job Approval,"Approve 51, Disapprove 45",Approve +6,2011
16881,"Tuesday, March 15",ABC News/Wash Post,Congressional Job Approval,"Approve 27, Disapprove 69",Disapprove +42,2011
16882,"Tuesday, March 15",CNN,President Obama Job Approval,"Approve 50, Disapprove 47",Approve +3,2011
16883,"Tuesday, March 15",PPP (D)*,2012 Republican Presidential Nomination,"Huckabee 18, Romney 17, Trump , Palin 16, Gingrich 14, Paul 9, Bachmann , Pawlenty 5, Daniels 4, Santorum",Huckabee +1,2011
16884,"Monday, March 14",Rasmussen Reports,President Obama Job Approval,"Approve 44, Disapprove 56",Disapprove +12,2011
16885,"Monday, March 14",Gallup,President Obama Job Approval,"Approve 46, Disapprove 44",Approve +2,2011
16886,"Monday, March 14",Western NE College,Massachusetts Senate - Brown vs. Capuano,"Brown 51, Capuano 38",Brown +13,2011
16887,"Monday, March 14",Western NE College,Massachusetts Senate - Brown vs. Elizabeth Warren,"Brown 51, Warren 34",Brown +17,2011
16888,"Monday, March 14",Rasmussen Reports,Repeal of Health Care Law: Favor/Oppose,"Favor Repeal 62, Oppose Repeal 33",Favor Repeal +29,2011
16889,"Friday, March 11",WeAskAmerica,Iowa Republican Presidential Primary,"Huckabee 20, Romney 13, Trump 9, Gingrich 14, Palin 14, Bachmann , Pawlenty 4, Paul 5, Cain , Barbour 3",Huckabee +6,2011
16890,"Friday, March 11",Gallup,Congressional Job Approval,"Approve 18, Disapprove 74",Disapprove +56,2011
16891,"Friday, March 11",PPP (D),Missouri Governor - Kinder vs. Nixon,"Nixon 45, Kinder 38",Nixon +7,2011
16892,"Thursday, March 10",Bloomberg,President Obama Job Approval,"Approve 51, Disapprove 43",Approve +8,2011
16893,"Thursday, March 10",Bloomberg,Direction of Country,"Right Direction 28, Wrong Track 63",Wrong Track +35,2011
16894,"Wednesday, March 09",Reuters/Ipsos,President Obama Job Approval,"Approve 49, Disapprove 47",Approve +2,2011
16895,"Wednesday, March 09",Bloomberg,Repeal of Health Care Law: Favor/Oppose,"Favor Repeal 52, Oppose Repeal 42",Favor Repeal +10,2011
16896,"Wednesday, March 09",Reuters/Ipsos,Direction of Country,"Right Direction 31, Wrong Track 64",Wrong Track +33,2011
16897,"Wednesday, March 09",Rasmussen Reports,Direction of Country,"Right Direction 27, Wrong Track 68",Wrong Track +41,2011
16898,"Tuesday, March 08",PPP (D),Missouri Senate - Steelman vs. McCaskill,"McCaskill 45, Steelman 42",McCaskill +3,2011
16899,"Tuesday, March 08",PPP (D),Missouri Senate - Martin vs. McCaskill,"McCaskill 46, Martin 40",McCaskill +6,2011
16900,"Tuesday, March 08",PPP (D),Missouri Senate - Akin vs. McCaskill,"McCaskill 45, Akin 44",McCaskill +1,2011
16901,"Friday, March 9",Rasmussen Reports,President Trump Job Approval,"Approve 44, Disapprove 54",Disapprove +10,2011
16902,"Thursday, March 8",Reuters/Ipsos,2018 Generic Congressional Vote,"Democrats 38, Republicans 31",Democrats +7,2011
16903,"Thursday, March 8",Rasmussen Reports,2018 Generic Congressional Vote,"Democrats 46, Republicans 40",Democrats +6,2011
16904,"Thursday, March 8",Marist,President Trump Job Approval,"Approve 44, Disapprove 49",Disapprove +5,2011
16905,"Thursday, March 8",Reuters/Ipsos,President Trump Job Approval,"Approve 40, Disapprove 54",Disapprove +14,2011
16906,"Wednesday, March 7",Monmouth,President Trump Job Approval,"Approve 40, Disapprove 54",Disapprove +14,2011
16907,"Wednesday, March 7",Monmouth,2018 Generic Congressional Vote,"Democrats 50, Republicans 41",Democrats +9,2011
16908,"Wednesday, March 7",Quinnipiac,President Trump Job Approval,"Approve 38, Disapprove 56",Disapprove +18,2011
16909,"Wednesday, March 7",Economist/YouGov,President Trump Job Approval,"Approve 41, Disapprove 54",Disapprove +13,2011
16910,"Wednesday, March 7",Economist/YouGov,Congressional Job Approval,"Approve 11, Disapprove 67",Disapprove +56,2011
16911,"Wednesday, March 7",Monmouth,Congressional Job Approval,"Approve 17, Disapprove 75",Disapprove +58,2011
16912,"Wednesday, March 7",Reuters/Ipsos,Congressional Job Approval,"Approve 24, Disapprove 65",Disapprove +41,2011
16913,"Wednesday, March 7",Quinnipiac,Congressional Job Approval,"Approve 13, Disapprove 80",Disapprove +67,2011
16914,"Wednesday, March 7",Quinnipiac,2018 Generic Congressional Vote,"Democrats 48, Republicans 38",Democrats +10,2011
16915,"Wednesday, March 7",Economist/YouGov,2018 Generic Congressional Vote,"Democrats 43, Republicans 37",Democrats +6,2011
16916,"Wednesday, March 7",Economist/YouGov,Direction of Country,"Right Direction 34, Wrong Track 56",Wrong Track +22,2011
16917,"Wednesday, March 7",Reuters/Ipsos,Direction of Country,"Right Direction 31, Wrong Track 56",Wrong Track +25,2011
16918,"Wednesday, March 7",Monmouth,Direction of Country,"Right Direction 33, Wrong Track 60",Wrong Track +27,2011
16919,"Wednesday, March 7",Gravis,Pennsylvania 18th District Special Election - Saccone vs. Lamb,"Saccone 45, Lamb 42",Saccone +3,2011
16920,"Monday, March 5",IBD/TIPP,President Trump Job Approval,"Approve 37, Disapprove 58",Disapprove +21,2011
16921,"Monday, March 5",Gallup,President Trump Job Approval,"Approve 39, Disapprove 55",Disapprove +16,2011
16922,"Monday, March 5",Rasmussen Reports,Direction of Country,"Right Direction 40, Wrong Track 53",Wrong Track +13,2011
16923,"Monday, March 5",Emerson,Pennsylvania 18th District Special Election - Saccone vs. Lamb,"Saccone 45, Lamb 48",Lamb +3,2011
16924,"Thursday, March 1",USA Today/Suffolk,Congressional Job Approval,"Approve 15, Disapprove 75",Disapprove +60,2011
16925,"Thursday, March 1",USA Today/Suffolk,2018 Generic Congressional Vote,"Democrats 47, Republicans 32",Democrats +15,2011
16926,"Thursday, March 1",USA Today/Suffolk,Direction of Country,"Right Direction 29, Wrong Track 60",Wrong Track +31,2011
16927,"Wednesday, February 28",Economist/YouGov,President Trump Job Approval,"Approve 44, Disapprove 53",Disapprove +9,2011
16928,"Wednesday, February 28",Reuters/Ipsos,President Trump Job Approval,"Approve 40, Disapprove 56",Disapprove +16,2011
16929,"Wednesday, February 28",Economist/YouGov,Congressional Job Approval,"Approve 13, Disapprove 70",Disapprove +57,2011
16930,"Wednesday, February 28",Reuters/Ipsos,Congressional Job Approval,"Approve 23, Disapprove 66",Disapprove +43,2011
16931,"Wednesday, February 28",Reuters/Ipsos,2018 Generic Congressional Vote,"Democrats 37, Republicans 31",Democrats +6,2011
16932,"Wednesday, February 28",Economist/YouGov,2018 Generic Congressional Vote,"Democrats 40, Republicans 38",Democrats +2,2011
16933,"Wednesday, February 28",Economist/YouGov,Direction of Country,"Right Direction 34, Wrong Track 58",Wrong Track +24,2011
16934,"Wednesday, February 28",Reuters/Ipsos,Direction of Country,"Right Direction 31, Wrong Track 57",Wrong Track +26,2011
16935,"Tuesday, February 27",Quinnipiac,Florida Senate - Scott vs. Nelson,"Nelson 46, Scott 42",Nelson +4,2011
16936,"Tuesday, February 27",Gravis,North Dakota Senate - Cramer vs. Heitkamp,"Heitkamp 43, Cramer 40",Heitkamp +3,2011
16937,"Monday, February 26",Gallup,President Trump Job Approval,"Approve 39, Disapprove 56",Disapprove +17,2011
16938,"Monday, February 26",CNN,2018 Generic Congressional Vote,"Democrats 54, Republicans 38",Democrats +16,2011
16939,"Monday, February 26",Rasmussen Reports,Direction of Country,"Right Direction 37, Wrong Track 56",Wrong Track +19,2011
16940,"Sunday, February 25",CNN,President Trump Job Approval,"Approve 39, Disapprove 56",Disapprove +17,2011
16941,"Sunday, February 25",USA Today/Suffolk,President Trump Job Approval,"Approve 38, Disapprove 60",Disapprove +22,2011
16942,"Friday, February 23",Marist,President Trump Job Approval,"Approve 40, Disapprove 53",Disapprove +13,2011
16943,"Friday, February 23",Marist,2018 Generic Congressional Vote,"Democrats 46, Republicans 39",Democrats +7,2011
16944,"Wednesday, February 21",Harvard-Harris,President Trump Job Approval,"Approve 45, Disapprove 55",Disapprove +10,2011
16945,"Wednesday, February 21",Quinnipiac,President Trump Job Approval,"Approve 37, Disapprove 58",Disapprove +21,2011
16946,"Wednesday, February 21",Economist/YouGov,President Trump Job Approval,"Approve 44, Disapprove 51",Disapprove +7,2011
16947,"Wednesday, February 21",Reuters/Ipsos,President Trump Job Approval,"Approve 40, Disapprove 55",Disapprove +15,2011
16948,"Wednesday, February 21",Reuters/Ipsos,Congressional Job Approval,"Approve 19, Disapprove 66",Disapprove +47,2011
16949,"Wednesday, February 21",Economist/YouGov,Congressional Job Approval,"Approve 10, Disapprove 70",Disapprove +60,2011
16950,"Wednesday, February 21",Economist/YouGov,2018 Generic Congressional Vote,"Democrats 43, Republicans 35",Democrats +8,2011
16951,"Wednesday, February 21",Reuters/Ipsos,2018 Generic Congressional Vote,"Democrats 38, Republicans 30",Democrats +8,2011
16952,"Wednesday, February 21",Harvard-Harris,2018 Generic Congressional Vote,"Democrats 41, Republicans 36",Democrats +5,2011
16953,"Wednesday, February 21",Harvard-Harris,Direction of Country,"Right Direction 37, Wrong Track 54",Wrong Track +17,2011
16954,"Wednesday, February 21",Economist/YouGov,Direction of Country,"Right Direction 35, Wrong Track 55",Wrong Track +20,2011
16955,"Wednesday, February 21",Reuters/Ipsos,Direction of Country,"Right Direction 31, Wrong Track 57",Wrong Track +26,2011
16956,"Tuesday, February 20",Quinnipiac,2018 Generic Congressional Vote,"Democrats 53, Republicans 38",Democrats +15,2011
16957,"Tuesday, February 20",Gravis,Florida Senate - Scott vs. Nelson,"Nelson 44, Scott 40",Nelson +4,2011
16958,"Tuesday, February 20",UtahPolicy/Dan Jones*,Utah Senate - Romney vs. Wilson,"Romney 60, Wilson 14",Romney +46,2011
16959,"Tuesday, February 20",JMC Analytics,Mississippi Senate - Republican Primary,"Wicker 38, McDaniel 20",Wicker +18,2011
16960,"Monday, February 19",Gallup,President Trump Job Approval,"Approve 37, Disapprove 59",Disapprove +22,2011
16961,"Monday, February 19",Rasmussen Reports,Direction of Country,"Right Direction 40, Wrong Track 55",Wrong Track +15,2011
16962,"Monday, February 19",UT/Texas Tribune,Texas Governor - Republican Primary,"Abbott 95, Krueger 5",Abbott +90,2011
16963,"Monday, February 19",UT/Texas Tribune,Texas Governor - Democratic Primary,"Valdez 43, White 24, Yarbrough 7, Wakely 7, Ocegueda 5, Payne 5, Davis 4, Mumbach 3, Clark 1",Valdez +19,2011
16964,"Monday, February 19",UT/Texas Tribune,Texas Senate - Republican Primary,"Cruz 91, Jacobson 3, Miller 3, Sam 2, de Stefano 1",Cruz +88,2011
16965,"Monday, February 19",UT/Texas Tribune,Texas Senate - Democratic Primary,"O'Rourke 73, Hernandez 19, Kimbrough 8",O'Rourke +54,2011
16966,"Sunday, February 18",Gravis,Pennsylvania 18th District Special Election - Saccone vs. Lamb,"Saccone 46, Lamb 40",Saccone +6,2011
16967,"Thursday, February 15",Monmouth,Pennsylvania 18th District Special Election - Saccone vs. Lamb,"Saccone 49, Lamb 46",Saccone +3,2011
16968,"Wednesday, February 14",FOX News,President Trump Job Approval,"Approve 43, Disapprove 53",Disapprove +10,2011
16969,"Wednesday, February 14",Economist/YouGov,President Trump Job Approval,"Approve 45, Disapprove 50",Disapprove +5,2011
16970,"Wednesday, February 14",Reuters/Ipsos,President Trump Job Approval,"Approve 39, Disapprove 54",Disapprove +15,2011
16971,"Wednesday, February 14",PPP (D),President Trump Job Approval,"Approve 44, Disapprove 50",Disapprove +6,2011
16972,"Wednesday, February 14",PPP (D),Congressional Job Approval,"Approve 10, Disapprove 73",Disapprove +63,2011
16973,"Wednesday, February 14",Gallup,Congressional Job Approval,"Approve 15, Disapprove 81",Disapprove +66,2011
16974,"Wednesday, February 14",Reuters/Ipsos,Congressional Job Approval,"Approve 23, Disapprove 66",Disapprove +43,2011
16975,"Wednesday, February 14",Economist/YouGov,Congressional Job Approval,"Approve 12, Disapprove 68",Disapprove +56,2011
16976,"Wednesday, February 14",Economist/YouGov,2018 Generic Congressional Vote,"Democrats 42, Republicans 38",Democrats +4,2011
16977,"Wednesday, February 14",Reuters/Ipsos,2018 Generic Congressional Vote,"Democrats 39, Republicans 30",Democrats +9,2011
16978,"Wednesday, February 14",PPP (D),2018 Generic Congressional Vote,"Democrats 49, Republicans 41",Democrats +8,2011
