Race/Topic (Click to Sort),Poll,Results,Spread,Date,Year
North Carolina: Trump vs. Clinton,PPP (D),"Trump 47, Clinton 43",Trump +4,2016-05-25,2016
North Carolina: Trump vs. Sanders,PPP (D),"Sanders 48, Trump 44",Sanders +4,2016-05-25,2016
New Jersey: Trump vs. Clinton,Fairleigh Dickinson,"Clinton 48, Trump 37",Clinton +11,2016-05-25,2016
North Carolina Senate - Burr vs. Ross,PPP (D)*,"Burr 39, Ross 36",Burr +3,2016-05-25,2016
President Obama Job Approval,The Economist/YouGov,"Approve 45, Disapprove 52",Disapprove +7,2016-05-25,2016
Congressional Job Approval,The Economist/YouGov,"Approve 12, Disapprove 67",Disapprove +55,2016-05-25,2016
Direction of Country,The Economist/YouGov,"Right Direction 26, Wrong Track 67",Wrong Track +41,2016-05-25,2016
New Jersey: Trump vs. Sanders,Fairleigh Dickinson,"Sanders 57, Trump 33",Sanders +24,2016-05-25,2016
North Carolina: Trump vs. Clinton,Civitas (R),"Trump 42, Clinton 38",Trump +4,2016-05-26,2016
General Election: Trump vs. Clinton,Rasmussen Reports,"Clinton 40, Trump 39",Clinton +1,2016-05-26,2016
California: Trump vs. Clinton,PPIC,"Clinton 49, Trump 39",Clinton +10,2016-05-26,2016
California Democratic Presidential Primary,PPIC,"Clinton 46, Sanders 44",Clinton +2,2016-05-26,2016
California Senate - Open Primary,PPIC,"Harris 27, Sanchez 19, Del Beccaro 8, Unz 6, Sundheim 3",Harris +8,2016-05-26,2016
President Obama Job Approval,Reuters/Ipsos,"Approve 47, Disapprove 46",Approve +1,2016-05-26,2016
California: Trump vs. Sanders,PPIC,"Sanders 53, Trump 36",Sanders +17,2016-05-26,2016
Direction of Country,Reuters/Ipsos,"Right Direction 26, Wrong Track 60",Wrong Track +34,2016-05-26,2016
North Carolina Governor - McCrory vs. Cooper,Civitas (R)*,"McCrory 48, Cooper 41",McCrory +7,2016-05-26,2016
Oregon: Trump vs. Clinton,Clout Research (R),"Trump 44, Clinton 42",Trump +2,2016-05-27,2016
Wisconsin: Trump vs. Clinton,Federation for Children/POS (R),"Clinton 43, Trump 31",Clinton +12,2016-05-27,2016
Virginia: Trump vs. Clinton,Gravis,"Clinton 45, Trump 41",Clinton +4,2016-05-28,2016
New Hampshire: Trump vs. Clinton,Boston Herald/FPU,"Clinton 44, Trump 44",Tie,2016-05-31,2016
New Jersey: Trump vs. Clinton,Monmouth,"Clinton 38, Trump 34",Clinton +4,2016-05-31,2016
New York: Trump vs. Clinton,Siena,"Clinton 52, Trump 31",Clinton +21,2016-05-31,2016
California Democratic Presidential Primary,Hoover/Golden State Poll,"Clinton 51, Sanders 38",Clinton +13,2016-05-31,2016
California: Trump vs. Clinton,Hoover/Golden State Poll,"Clinton 45, Trump 33",Clinton +12,2016-05-31,2016
California Senate - Open Primary,Hoover/Golden State Poll,"Harris 26, Sanchez 13, Del Beccaro 6, Unz 6, Sundheim 6",Harris +13,2016-05-31,2016
New Hampshire Senate - Ayotte vs. Hassan,Boston Herald/FPU,"Ayotte 48, Hassan 47",Ayotte +1,2016-05-31,2016
New York Senate - Long vs. Schumer,Siena,"Schumer 64, Long 22",Schumer +42,2016-05-31,2016
Direction of Country,Rasmussen Reports,"Right Direction 28, Wrong Track 66",Wrong Track +38,2016-05-31,2016
California Republican Presidential Primary,Hoover/Golden State Poll,"Trump 66, Cruz 11, Kasich 7",Trump +55,2016-05-31,2016
2016 Democratic Presidential Nomination,Quinnipiac,"Clinton 53, Sanders 39",Clinton +14,2016-06-01,2016
General Election: Trump vs. Clinton,Quinnipiac,"Clinton 45, Trump 41",Clinton +4,2016-06-01,2016
Michigan: Trump vs. Clinton,Detroit News/WDIV-TV,"Clinton 43, Trump 39",Clinton +4,2016-06-01,2016
Georgia: Trump vs. Clinton,PPP (D),"Trump 49, Clinton 40",Trump +9,2016-06-01,2016
California: Trump vs. Clinton,NBC/WSJ/Marist,"Clinton 55, Trump 31",Clinton +24,2016-06-01,2016
California Democratic Presidential Primary,NBC/WSJ/Marist,"Clinton 49, Sanders 47",Clinton +2,2016-06-01,2016
General Election: Trump vs. Sanders,Quinnipiac,"Sanders 48, Trump 39",Sanders +9,2016-06-01,2016
California Senate - Open Primary,NBC/WSJ/Marist,"Harris 37, Sanchez 19, Del Beccaro 8, Unz 5, Sundheim 5",Harris +18,2016-06-01,2016
Georgia: Trump vs. Sanders,PPP (D),"Trump 48, Sanders 40",Trump +8,2016-06-01,2016
California: Trump vs. Sanders,NBC/WSJ/Marist,"Sanders 62, Trump 28",Sanders +34,2016-06-01,2016
General Election: Trump vs. Clinton vs. Johnson vs. Stein,Quinnipiac,"Clinton 40, Trump 38, Johnson 5, Stein 3",Clinton +2,2016-06-01,2016
Michigan: Trump vs. Clinton vs. Johnson,Detroit News/WDIV-TV,"Clinton 37, Trump 33, Johnson 12",Clinton +4,2016-06-01,2016
Georgia: Trump vs. Clinton vs. Johnson vs. Stein,PPP (D),"Trump 45, Clinton 38, Johnson 6, Stein 2",Trump +7,2016-06-01,2016
President Obama Job Approval,Gallup,"Approve 51, Disapprove 45",Approve +6,2016-06-01,2016
Michigan: Trump vs. Sanders,Detroit News/WDIV-TV,"Sanders 52, Trump 33",Sanders +19,2016-06-01,2016
President Obama Job Approval,Rasmussen Reports,"Approve 51, Disapprove 47",Approve +4,2016-06-01,2016
California Democratic Presidential Primary,LA Times/USC,"Clinton 49, Sanders 39",Clinton +10,2016-06-02,2016
California Democratic Presidential Primary,Field,"Clinton 45, Sanders 43",Clinton +2,2016-06-02,2016
General Election: Trump vs. Clinton,Rasmussen Reports,"Clinton 39, Trump 38",Clinton +1,2016-06-02,2016
California: Trump vs. Clinton,LA Times/USC,"Clinton 56, Trump 30",Clinton +26,2016-06-02,2016
California: Trump vs. Sanders,Field,"Sanders 60, Trump 31",Sanders +29,2016-06-02,2016
President Obama Job Approval,Quinnipiac,"Approve 49, Disapprove 48",Approve +1,2016-06-02,2016
California: Trump vs. Clinton,Field,"Clinton 53, Trump 34",Clinton +19,2016-06-02,2016
Direction of Country,Reuters/Ipsos,"Right Direction 24, Wrong Track 64",Wrong Track +40,2016-06-03,2016
President Obama Job Approval,Reuters/Ipsos,"Approve 52, Disapprove 44",Approve +8,2016-06-03,2016
California Senate - Open Primary,Field*,"Harris 30, Sanchez 14, Del Beccaro 4, Unz 3, Sundheim 3",Harris +16,2016-06-03,2016
General Election: Trump vs. Clinton vs. Johnson,Rasmussen Reports,"Clinton 38, Trump 37, Johnson 8",Clinton +1,2016-06-03,2016
California Democratic Presidential Primary,CBS News/YouGov,"Clinton 49, Sanders 47",Clinton +2,2016-06-05,2016
New Jersey Democratic Presidential Primary,CBS News/YouGov,"Clinton 61, Sanders 34",Clinton +27,2016-06-05,2016
California: Trump vs. Clinton,CBS News/YouGov,"Clinton 48, Trump 33",Clinton +15,2016-06-05,2016
New Jersey: Trump vs. Sanders,CBS News/YouGov,"Sanders 52, Trump 34",Sanders +18,2016-06-05,2016
California: Trump vs. Sanders,CBS News/YouGov,"Sanders 55, Trump 32",Sanders +23,2016-06-05,2016
Iowa Senate - Democratic Primary,Des Moines Register,"Judge 42, Hogg 25, Krause 6, Fiegen 5",Judge +17,2016-06-05,2016
New Jersey: Trump vs. Clinton,CBS News/YouGov,"Clinton 49, Trump 34",Clinton +15,2016-06-05,2016
General Election: Trump vs. Clinton,IBD/TIPP,"Clinton 45, Trump 40",Clinton +5,2016-06-06,2016
General Election: Trump vs. Clinton vs. Johnson,IBD/TIPP,"Clinton 39, Trump 35, Johnson 11",Clinton +4,2016-06-06,2016
2016 Democratic Presidential Nomination,IBD/TIPP,"Clinton 51, Sanders 37",Clinton +14,2016-06-06,2016
General Election: Trump vs. Clinton,Economist/YouGov,"Clinton 44, Trump 41",Clinton +3,2016-06-06,2016
Utah: Trump vs. Clinton,Gravis,"Trump 36, Clinton 29",Trump +7,2016-06-06,2016
President Obama Job Approval,IBD/TIPP,"Approve 51, Disapprove 42",Approve +9,2016-06-06,2016
Direction of Country,Rasmussen Reports,"Right Direction 27, Wrong Track 66",Wrong Track +39,2016-06-06,2016
General Election: Trump vs. Sanders,IBD/TIPP,"Sanders 49, Trump 39",Sanders +10,2016-06-06,2016
Florida: Trump vs. Clinton,PPP (D),"Clinton 44, Trump 45",Trump +1,2016-06-07,2016
Connecticut: Trump vs. Clinton,Quinnipiac,"Clinton 45, Trump 38",Clinton +7,2016-06-07,2016
Connecticut: Trump vs. Clinton vs. Johnson vs. Stein,Quinnipiac,"Clinton 41, Trump 36, Johnson 6, Stein 3",Clinton +5,2016-06-07,2016
Florida: Trump vs. Clinton vs. Johnson vs. Stein,PPP (D),"Clinton 40, Trump 41, Johnson 4, Stein 2",Trump +1,2016-06-07,2016
Connecticut: Trump vs. Sanders,Quinnipiac,"Sanders 54, Trump 35",Sanders +19,2016-06-07,2016
Connecticut Senate - Carter vs. Blumenthal,Quinnipiac,"Blumenthal 60, Carter 30",Blumenthal +30,2016-06-07,2016
Connecticut Senate - Wolf vs. Blumenthal,Quinnipiac,"Blumenthal 62, Wolf 27",Blumenthal +35,2016-06-07,2016
Florida: Trump vs. Sanders,PPP (D),"Sanders 46, Trump 43",Sanders +3,2016-06-07,2016
Pennsylvania: Trump vs. Clinton vs. Johnson vs. Stein,PPP (D),"Clinton 41, Trump 40, Johnson 6, Stein 3",Clinton +1,2016-06-08,2016
Pennsylvania: Trump vs. Clinton,PPP (D),"Clinton 44, Trump 44",Tie,2016-06-08,2016
Direction of Country,Reuters/Ipsos,"Right Direction 25, Wrong Track 63",Wrong Track +38,2016-06-09,2016
President Obama Job Approval,Reuters/Ipsos,"Approve 49, Disapprove 47",Approve +2,2016-06-09,2016
General Election: Trump vs. Clinton,Reuters/Ipsos,"Clinton 42, Trump 34",Clinton +8,2016-06-09,2016
General Election: Trump vs. Clinton,Rasmussen Reports,"Clinton 42, Trump 38",Clinton +4,2016-06-09,2016
General Election: Trump vs. Clinton,FOX News,"Clinton 42, Trump 39",Clinton +3,2016-06-10,2016
General Election: Trump vs. Clinton vs. Johnson,FOX News,"Clinton 39, Trump 36, Johnson 12",Clinton +3,2016-06-10,2016
Congressional Job Approval,Economist/YouGov,"Approve 9, Disapprove 69",Disapprove +60,2016-06-10,2016
Direction of Country,Economist/YouGov,"Right Direction 25, Wrong Track 67",Wrong Track +42,2016-06-10,2016
President Obama Job Approval,Economist/YouGov,"Approve 46, Disapprove 52",Disapprove +6,2016-06-10,2016
General Election: Trump vs. Clinton vs. Johnson vs. Stein,Guardian/SurveyUSA,"Clinton 39, Trump 36, Johnson 6, Stein 4",Clinton +3,2016-06-12,2016
Direction of Country,Rasmussen Reports,"Right Direction 27, Wrong Track 67",Wrong Track +40,2016-06-13,2016
Direction of Country,Bloomberg,"Right Direction 23, Wrong Track 68",Wrong Track +45,2016-06-14,2016
Congressional Job Approval,Gallup,"Approve 16, Disapprove 80",Disapprove +64,2016-06-14,2016
President Obama Job Approval,Bloomberg,"Approve 53, Disapprove 42",Approve +11,2016-06-14,2016
President Obama Job Approval,FOX News,"Approve 51, Disapprove 46",Approve +5,2016-06-14,2016
General Election: Trump vs. Clinton vs. Johnson,Bloomberg,"Clinton 49, Trump 37, Johnson 9",Clinton +12,2016-06-14,2016
General Election: Trump vs. Clinton,CBS News,"Clinton 43, Trump 37",Clinton +6,2016-06-15,2016
General Election: Trump vs. Clinton vs. Johnson,CBS News,"Clinton 39, Trump 32, Johnson 11",Clinton +7,2016-06-15,2016
Direction of Country,CBS News,"Right Direction 33, Wrong Track 63",Wrong Track +30,2016-06-15,2016
Wisconsin Senate - Johnson vs. Feingold,Marquette,"Feingold 51, Johnson 42",Feingold +9,2016-06-15,2016
President Obama Job Approval,CBS News,"Approve 53, Disapprove 41",Approve +12,2016-06-15,2016
Wisconsin: Trump vs. Clinton,Marquette,"Clinton 46, Trump 37",Clinton +9,2016-06-15,2016
General Election: Trump vs. Clinton,Reuters/Ipsos,"Clinton 41, Trump 32",Clinton +9,2016-06-16,2016
General Election: Trump vs. Clinton,Rasmussen Reports,"Clinton 44, Trump 39",Clinton +5,2016-06-16,2016
General Election: Trump vs. Clinton vs. Johnson vs. Stein,Reuters/Ipsos,"Clinton 39, Trump 29, Johnson 6, Stein 4",Clinton +10,2016-06-16,2016
President Obama Job Approval,Reuters/Ipsos,"Approve 48, Disapprove 47",Approve +1,2016-06-16,2016
Virginia: Trump vs. Clinton vs. Johnson vs. Stein,PPP (D),"Clinton 42, Trump 39, Johnson 6, Stein 2",Clinton +3,2016-06-16,2016
Direction of Country,Reuters/Ipsos,"Right Direction 21, Wrong Track 65",Wrong Track +44,2016-06-16,2016
Virginia: Trump vs. Clinton,PPP (D),"Clinton 48, Trump 45",Clinton +3,2016-06-16,2016
Florida Senate - Rubio vs. Grayson,PPP (D),"Rubio 42, Grayson 40",Rubio +2,2016-06-17,2016
Florida Senate - Rubio vs. Murphy,PPP (D),"Rubio 41, Murphy 42",Murphy +1,2016-06-17,2016
General Election: Trump vs. Clinton,Gravis*,"Clinton 51, Trump 47",Clinton +4,2016-06-17,2016
Direction of Country,Rasmussen Reports,"Right Direction 26, Wrong Track 67",Wrong Track +41,2016-06-20,2016
Utah: Trump vs. Clinton vs. Johnson vs. Stein,UtahPolicy/Dan Jones,"Trump 36, Clinton 27, Johnson 10, Stein 2",Trump +9,2016-06-20,2016
General Election: Trump vs. Clinton vs. Johnson vs. Stein,Monmouth,"Clinton 44, Trump 37, Johnson 9, Stein 4",Clinton +7,2016-06-20,2016
General Election: Trump vs. Clinton,Monmouth,"Clinton 49, Trump 41",Clinton +8,2016-06-20,2016
General Election: Trump vs. Clinton,CNBC,"Clinton 40, Trump 35",Clinton +5,2016-06-20,2016
General Election: Trump vs. Clinton vs. Johnson vs. Stein,CNN/ORC,"Clinton 42, Trump 38, Johnson 9, Stein 7",Clinton +4,2016-06-21,2016
Ohio: Trump vs. Clinton,Quinnipiac,"Clinton 40, Trump 40",Tie,2016-06-21,2016
General Election: Trump vs. Clinton,CNN/ORC,"Clinton 47, Trump 42",Clinton +5,2016-06-21,2016
Pennsylvania: Trump vs. Clinton vs. Johnson vs. Stein,Quinnipiac,"Clinton 39, Trump 36, Johnson 9, Stein 4",Clinton +3,2016-06-21,2016
Florida: Trump vs. Clinton,Quinnipiac,"Clinton 47, Trump 39",Clinton +8,2016-06-21,2016
Florida: Trump vs. Clinton vs. Johnson vs. Stein,Quinnipiac,"Clinton 42, Trump 36, Johnson 7, Stein 3",Clinton +6,2016-06-21,2016
Pennsylvania: Trump vs. Clinton,Quinnipiac,"Clinton 42, Trump 41",Clinton +1,2016-06-21,2016
Ohio: Trump vs. Clinton vs. Johnson vs. Stein,Quinnipiac,"Clinton 38, Trump 36, Johnson 8, Stein 3",Clinton +2,2016-06-21,2016
Direction of Country,Economist/YouGov,"Right Direction 28, Wrong Track 63",Wrong Track +35,2016-06-22,2016
Congressional Job Approval,Economist/YouGov,"Approve 9, Disapprove 71",Disapprove +62,2016-06-22,2016
President Obama Job Approval,Economist/YouGov,"Approve 47, Disapprove 49",Disapprove +2,2016-06-22,2016
Arizona Senate - McCain vs. Kirkpatrick,Behavior Research Center,"McCain 40, Kirkpatrick 31",McCain +9,2016-06-22,2016
Florida Senate - Rubio vs. Grayson,Quinnipiac,"Rubio 48, Grayson 40",Rubio +8,2016-06-22,2016
Florida Senate - Rubio vs. Murphy,Quinnipiac,"Rubio 47, Murphy 40",Rubio +7,2016-06-22,2016
Ohio Senate - Portman vs. Strickland,Quinnipiac,"Portman 42, Strickland 42",Tie,2016-06-22,2016
Pennsylvania Senate - Toomey vs. McGinty,Quinnipiac,"Toomey 49, McGinty 40",Toomey +9,2016-06-22,2016
Arizona: Trump vs. Clinton,OH Predictive Insights,"Clinton 47, Trump 42",Clinton +5,2016-06-22,2016
General Election: Trump vs. Clinton,Economist/YouGov,"Clinton 43, Trump 39",Clinton +4,2016-06-22,2016
General Election: Trump vs. Clinton,Rasmussen Reports,"Clinton 44, Trump 39",Clinton +5,2016-06-23,2016
General Election: Trump vs. Clinton,Reuters/Ipsos,"Clinton 44, Trump 34",Clinton +10,2016-06-23,2016
General Election: Trump vs. Clinton vs. Johnson vs. Stein,Reuters/Ipsos,"Clinton 43, Trump 34, Johnson 6, Stein 5",Clinton +9,2016-06-23,2016
North Carolina: Trump vs. Clinton vs. Johnson vs. Stein,PPP (D),"Clinton 43, Trump 43, Johnson 4, Stein 2",Tie,2016-06-23,2016
North Carolina: Trump vs. Clinton,PPP (D),"Clinton 46, Trump 48",Trump +2,2016-06-23,2016
President Obama Job Approval,Reuters/Ipsos,"Approve 50, Disapprove 46",Approve +4,2016-06-23,2016
Direction of Country,Reuters/Ipsos,"Right Direction 24, Wrong Track 64",Wrong Track +40,2016-06-23,2016
North Carolina Senate - Burr vs. Ross,PPP (D)*,"Burr 40, Ross 37",Burr +3,2016-06-23,2016
President Obama Job Approval,Monmouth,"Approve 49, Disapprove 46",Approve +3,2016-06-23,2016
Congressional Job Approval,Monmouth,"Approve 17, Disapprove 76",Disapprove +59,2016-06-23,2016
President Obama Job Approval,CNN/ORC,"Approve 52, Disapprove 45",Approve +7,2016-06-24,2016
Maine CD2: Trump vs. Clinton,Press Herald/UNH,"Trump 37, Clinton 36",Trump +1,2016-06-25,2016
Maine: Trump vs. Clinton,Press Herald/UNH,"Clinton 42, Trump 35",Clinton +7,2016-06-25,2016
President Obama Job Approval,ABC News/Wash Post,"Approve 54, Disapprove 43",Approve +11,2016-06-26,2016
General Election: Trump vs. Clinton,NBC News/Wall St. Jrnl,"Clinton 46, Trump 41",Clinton +5,2016-06-26,2016
Wisconsin: Trump vs. Clinton,CBS News/YouGov,"Clinton 41, Trump 36",Clinton +5,2016-06-26,2016
Florida: Trump vs. Clinton,CBS News/YouGov,"Clinton 44, Trump 41",Clinton +3,2016-06-26,2016
Colorado: Trump vs. Clinton,CBS News/YouGov,"Clinton 40, Trump 39",Clinton +1,2016-06-26,2016
General Election: Trump vs. Clinton vs. Johnson vs. Stein,ABC News/Wash Post,"Clinton 47, Trump 37, Johnson 7, Stein 3",Clinton +10,2016-06-26,2016
General Election: Trump vs. Clinton vs. Johnson vs. Stein,NBC News/Wall St. Jrnl,"Clinton 39, Trump 38, Johnson 10, Stein 6",Clinton +1,2016-06-26,2016
General Election: Trump vs. Clinton,ABC News/Wash Post,"Clinton 51, Trump 39",Clinton +12,2016-06-26,2016
North Carolina: Trump vs. Clinton,CBS News/YouGov,"Clinton 44, Trump 42",Clinton +2,2016-06-26,2016
2016 Generic Congressional Vote,NBC News/Wall St. Jrnl,"Democrats 46, Republicans 46",Tie,2016-06-27,2016
Texas: Trump vs. Clinton,Texas Tribune/YouGov,"Trump 41, Clinton 33",Trump +8,2016-06-27,2016
Arkansas: Trump vs. Clinton,Talk Business/Hendrix College*,"Trump 47, Clinton 36",Trump +11,2016-06-27,2016
Direction of Country,NBC News/Wall St. Jrnl,"Right Direction 21, Wrong Track 71",Wrong Track +50,2016-06-27,2016
President Obama Job Approval,NBC News/Wall St. Jrnl,"Approve 51, Disapprove 45",Approve +6,2016-06-27,2016
Direction of Country,Rasmussen Reports,"Right Direction 29, Wrong Track 66",Wrong Track +37,2016-06-27,2016
North Carolina Governor - McCrory vs. Cooper,PPP (D)*,"McCrory 41, Cooper 41",Tie,2016-06-27,2016
Pennsylvania: Trump vs. Clinton,PPP (D)*,"Clinton 46, Trump 42",Clinton +4,2016-06-28,2016
Ohio: Trump vs. Clinton,PPP (D)*,"Clinton 44, Trump 40",Clinton +4,2016-06-28,2016
Iowa: Trump vs. Clinton,PPP (D)*,"Clinton 41, Trump 39",Clinton +2,2016-06-28,2016
New Hampshire: Trump vs. Clinton,PPP (D)*,"Clinton 43, Trump 39",Clinton +4,2016-06-28,2016
Wisconsin: Trump vs. Clinton,PPP (D)*,"Clinton 47, Trump 39",Clinton +8,2016-06-28,2016
Arizona: Trump vs. Clinton,PPP (D)*,"Clinton 40, Trump 44",Trump +4,2016-06-28,2016
Pennsylvania Senate - Toomey vs. McGinty,PPP (D)*,"Toomey 40, McGinty 39",Toomey +1,2016-06-28,2016
Ohio Senate - Portman vs. Strickland,PPP (D)*,"Portman 40, Strickland 39",Portman +1,2016-06-28,2016
New Hampshire Senate - Ayotte vs. Hassan,PPP (D)*,"Ayotte 42, Hassan 44",Hassan +2,2016-06-28,2016
Iowa Senate - Grassley vs. Judge,PPP (D)*,"Grassley 46, Judge 39",Grassley +7,2016-06-28,2016
Arizona Senate - McCain vs. Kirkpatrick,PPP (D)*,"McCain 42, Kirkpatrick 40",McCain +2,2016-06-28,2016
Wisconsin Senate - Johnson vs. Feingold,PPP (D)*,"Feingold 50, Johnson 37",Feingold +13,2016-06-28,2016
General Election: Trump vs. Clinton vs. Johnson,Economist/YouGov,"Clinton 40, Trump 35, Johnson 8",Clinton +5,2016-06-29,2016
General Election: Trump vs. Clinton,FOX News,"Clinton 44, Trump 38",Clinton +6,2016-06-29,2016
General Election: Trump vs. Clinton,Quinnipiac,"Clinton 42, Trump 40",Clinton +2,2016-06-29,2016
General Election: Trump vs. Clinton,Economist/YouGov,"Clinton 42, Trump 38",Clinton +4,2016-06-29,2016
General Election: Trump vs. Clinton vs. Johnson vs. Stein,Quinnipiac,"Clinton 39, Trump 37, Johnson 8, Stein 4",Clinton +2,2016-06-29,2016
General Election: Trump vs. Clinton vs. Johnson,FOX News,"Clinton 41, Trump 36, Johnson 10",Clinton +5,2016-06-29,2016
Florida: Trump vs. Clinton vs. Johnson vs. Stein,Bay News 9/SurveyUSA,"Clinton 46, Trump 42, Johnson 2, Stein 1",Clinton +4,2016-06-29,2016
New Jersey: Trump vs. Clinton vs. Johnson,Fairleigh Dickinson,"Clinton 44, Trump 32, Johnson 9",Clinton +12,2016-06-29,2016
New Hampshire: Trump vs. Clinton,ARG,"Clinton 47, Trump 42",Clinton +5,2016-06-29,2016
Florida Senate - Rubio vs. Murphy,Bay News 9/SurveyUSA,"Rubio 43, Murphy 43",Tie,2016-06-29,2016
New Hampshire Senate - Ayotte vs. Hassan,ARG,"Ayotte 51, Hassan 42",Ayotte +9,2016-06-29,2016
North Carolina Governor - McCrory vs. Cooper vs. Cecil,Civitas (R),"McCrory 46, Cooper 41, Cecil (L) 4",McCrory +5,2016-06-29,2016
President Obama Job Approval,FOX News,"Approve 50, Disapprove 47",Approve +3,2016-06-29,2016
North Carolina: Trump vs. Clinton,Civitas (R)*,"Clinton 42, Trump 40",Clinton +2,2016-06-29,2016
2016 Generic Congressional Vote,FOX News,"Democrats 46, Republicans 41",Democrats +5,2016-06-29,2016
Iowa: Trump vs. Clinton,Loras College,"Clinton 48, Trump 34",Clinton +14,2016-06-30,2016
General Election: Trump vs. Clinton vs. Johnson vs. Stein,Reuters/Ipsos,"Clinton 42, Trump 31, Johnson 5, Stein 4",Clinton +11,2016-06-30,2016
General Election: Trump vs. Clinton vs. Johnson vs. Stein,PPP (D),"Clinton 45, Trump 41, Johnson 5, Stein 2",Clinton +4,2016-06-30,2016
General Election: Trump vs. Clinton vs. Johnson vs. Stein,IBD/TIPP,"Clinton 37, Trump 36, Johnson 9, Stein 5",Clinton +1,2016-06-30,2016
