Race/Topic (Click to Sort),Poll,Results,Spread,Date,Year
Alabama Senate Special Election - Moore vs. Jones,JMC Analytics,"Moore 48, Jones 40",Moore +8,2017-10-03,2017
Michigan Senate - Kid Rock vs. Stabenow,Mitchell/Rosetta Stone,"Stabenow 46, Kid Rock 38",Stabenow +8,2017-10-06,2017
Alabama Senate Special Election - Moore vs. Jones,FOX News,"Moore 42, Jones 42",Tie,2017-10-17,2017
Alabama Senate Special Election - Moore vs. Jones,FOX 10/Strategy Research,"Moore 52, Jones 41",Moore +11,2017-10-23,2017
Florida Senate - Scott vs. Nelson,UNF,"Scott 36, Nelson 37",Nelson +1,2017-10-24,2017
Florida Senate - Scott vs. Nelson,Mason-Dixon,"Scott 44, Nelson 44",Tie,2017-10-26,2017
Nevada Senate - Republican Primary,JMC Analytics,"Tarkanian 44, Heller 38",Tarkanian +6,2017-10-27,2017
Alabama Senate Special Election - Moore vs. Jones,Opinion Savvy,"Moore 46, Jones 46",Tie,2017-11-10,2017
Alabama Senate Special Election - Moore vs. Jones,JMC Analytics*,"Moore 44, Jones 48",Jones +4,2017-11-12,2017
Alabama Senate Special Election - Moore vs. Jones,Emerson,"Moore 55, Jones 45",Moore +10,2017-11-12,2017
Alabama Senate Special Election - Moore vs. Jones,FOX 10/Strategy Research,"Moore 49, Jones 43",Moore +6,2017-11-14,2017
Alabama Senate Special Election - Moore vs. Jones,FOX News,"Moore 42, Jones 50",Jones +8,2017-11-16,2017
Alabama Senate Special Election - Moore vs. Jones,Gravis,"Moore 42, Jones 47",Jones +5,2017-11-17,2017
Alabama Senate Special Election - Moore vs. Jones,WBRC-TV/Strategy Research,"Moore 47, Jones 45",Moore +2,2017-11-21,2017
Alabama Senate Special Election - Moore vs. Jones,Emerson,"Moore 53, Jones 47",Moore +6,2017-11-28,2017
Alabama Senate Special Election - Moore vs. Jones,JMC Analytics,"Moore 49, Jones 44",Moore +5,2017-11-29,2017
Alabama Senate Special Election - Moore vs. Jones,Wash Post/Schar,"Moore 47, Jones 50",Jones +3,2017-12-02,2017
Alabama Senate Special Election - Moore vs. Jones,CBS News/YouGov,"Moore 49, Jones 43",Moore +6,2017-12-03,2017
Alabama Senate Special Election - Moore vs. Jones,Emerson*,"Moore 49, Jones 46",Moore +3,2017-12-04,2017
Alabama Senate Special Election - Moore vs. Jones,Gravis,"Moore 44, Jones 48",Jones +4,2017-12-05,2017
Alabama Senate Special Election - Moore vs. Jones,WBRC-TV/Strategy Research,"Moore 50, Jones 43",Moore +7,2017-12-05,2017
Alabama Senate Special Election - Moore vs. Jones,Trafalgar Group (R),"Moore 51, Jones 46",Moore +5,2017-12-09,2017
Alabama Senate Special Election - Moore vs. Jones,Gravis,"Moore 49, Jones 45",Moore +4,2017-12-09,2017
Alabama Senate Special Election - Moore vs. Jones,Emerson,"Moore 53, Jones 44",Moore +9,2017-12-11,2017
Alabama Senate Special Election - Moore vs. Jones,FOX News,"Moore 40, Jones 50",Jones +10,2017-12-11,2017
Alabama Senate Special Election - Moore vs. Jones,Monmouth,"Moore 46, Jones 46",Tie,2017-12-11,2017
Arizona Senate - Republican Primary,ABC 15/OH Predictive Insights,"McSally 31, Arpaio 29, Ward 25",McSally +2,2018-01-10,2018
Michigan Senate - James vs. Stabenow,Detroit News/WDIV-TV,"Stabenow 51, James 30",Stabenow +21,2018-01-25,2018
Michigan Senate - Pensler vs. Stabenow,Detroit News/WDIV-TV,"Stabenow 51, Pensler 30",Stabenow +21,2018-01-25,2018
Florida Senate - Scott vs. Nelson,UNF,"Nelson 48, Scott 42",Nelson +6,2018-02-07,2018
California Senate - Open Primary,PPIC,"Feinstein 46, de Leon 17",Feinstein +29,2018-02-08,2018
Florida Senate - Scott vs. Nelson,Mason-Dixon,"Nelson 45, Scott 44",Nelson +1,2018-02-08,2018
Texas Senate - Republican Primary,UT/Texas Tribune,"Cruz 91, Jacobson 3, Miller 3, Sam 2, de Stefano 1",Cruz +88,2018-02-19,2018
Texas Senate - Democratic Primary,UT/Texas Tribune,"O'Rourke 73, Hernandez 19, Kimbrough 8",O'Rourke +54,2018-02-19,2018
Mississippi Senate - Republican Primary,JMC Analytics,"Wicker 38, McDaniel 20",Wicker +18,2018-02-20,2018
Utah Senate - Romney vs. Wilson,UtahPolicy/Dan Jones*,"Romney 60, Wilson 14",Romney +46,2018-02-20,2018
Florida Senate - Scott vs. Nelson,Gravis,"Nelson 44, Scott 40",Nelson +4,2018-02-20,2018
North Dakota Senate - Cramer vs. Heitkamp,Gravis,"Heitkamp 43, Cramer 40",Heitkamp +3,2018-02-27,2018
Florida Senate - Scott vs. Nelson,Quinnipiac,"Nelson 46, Scott 42",Nelson +4,2018-02-27,2018
Missouri Senate - Hawley vs. McCaskill,Gravis,"Hawley 40, McCaskill 42",McCaskill +2,2018-03-12,2018
New Jersey Senate - Hugin vs. Menendez,Quinnipiac,"Menendez 49, Hugin 32",Menendez +17,2018-03-13,2018
New York Senate - Farley vs. Gillibrand,Siena,"Gillibrand 60, Farley 24",Gillibrand +36,2018-03-19,2018
Florida Senate - Scott vs. Nelson,Gravis,"Nelson 44, Scott 40",Nelson +4,2018-03-20,2018
California Senate - Open Primary,SurveyUSA,"Feinstein 31, Schrader 7, de Leon 5, Kalemkarian 5, Little 5, Melendez 5",Feinstein +24,2018-03-27,2018
Pennsylvania Senate - Barletta vs. Casey,Franklin & Marshall,"Casey 43, Barletta 25",Casey +18,2018-03-29,2018
Tennessee Senate - Blackburn vs. Bredesen,Middle Tn. State Univ.,"Bredesen 45, Blackburn 35",Bredesen +10,2018-04-05,2018
New Jersey Senate - Hugin vs. Menendez,Monmouth,"Menendez 53, Hugin 32",Menendez +21,2018-04-12,2018
Missouri Senate - Hawley vs. McCaskill,Mason-Dixon,"McCaskill 45, Hawley 44",McCaskill +1,2018-04-12,2018
Pennsylvania Senate - Barletta vs. Casey,Morning Call,"Casey 48, Barletta 32",Casey +16,2018-04-13,2018
Pennsylvania Senate - Christiana vs. Casey,Morning Call,"Casey 48, Christiana 29",Casey +19,2018-04-13,2018
Arizona Senate - Republican Primary,Magellan (R),"McSally 36, Ward 25, Arpaio 26",McSally +10,2018-04-17,2018
New York Senate - Farley vs. Gillibrand,Siena,"Gillibrand 58, Farley 27",Gillibrand +31,2018-04-17,2018
Texas Senate - Cruz vs. O'Rourke,Quinnipiac,"Cruz 47, O'Rourke 44",Cruz +3,2018-04-18,2018
Indiana Senate - Republican Primary,Gravis,"Braun 26, Rokita 16, Messer 13",Braun +10,2018-04-18,2018
Arizona Senate - Republican Primary,ABC 15/OH Predictive Insights,"McSally 27, Ward 36, Arpaio 22",Ward +9,2018-04-19,2018
Arizona Senate - Arpaio vs. Sinema,ABC 15/OH Predictive Insights,"Sinema 59, Arpaio 33",Sinema +26,2018-04-19,2018
Arizona Senate - Ward vs. Sinema,ABC 15/OH Predictive Insights,"Sinema 50, Ward 40",Sinema +10,2018-04-19,2018
Arizona Senate - McSally vs. Sinema,ABC 15/OH Predictive Insights,"Sinema 48, McSally 42",Sinema +6,2018-04-19,2018
Missouri Senate - Hawley vs. McCaskill,Missouri Scout,"McCaskill 48, Hawley 44",McCaskill +4,2018-04-21,2018
West Virginia Senate - Republican Primary,FOX News,"Morrisey 21, Jenkins 25, Blankenship 16",Jenkins +4,2018-04-24,2018
Tennessee Senate - Blackburn vs. Bredesen,Mason-Dixon,"Bredesen 46, Blackburn 43",Bredesen +3,2018-04-25,2018
Nevada Senate - Heller vs. Rosen,Nevada Independent/Mellman,"Heller 40, Rosen 39",Heller +1,2018-04-25,2018
California Senate - Open Primary,SurveyUSA,"Feinstein 39, de Leon 8, Harris, Cruz, Hartson 4, Fuente 8, Bradley, Little 18",Feinstein +21,2018-04-27,2018
Missouri Senate - Hawley vs. McCaskill,Emerson,"McCaskill 45, Hawley 45",Tie,2018-04-30,2018
New York Senate - Farley vs. Gillibrand,Quinnipiac,"Gillibrand 58, Farley 23",Gillibrand +35,2018-05-02,2018
California Senate - Open Primary,Gravis,"Feinstein 32, de Leon 8, Harris, Cruz 13, Hartson 6, Fuente, Bradley 19, Little",Feinstein +13,2018-05-07,2018
Florida Senate - Scott vs. Nelson,Florida Atlantic University,"Nelson 40, Scott 44",Scott +4,2018-05-09,2018
West Virginia Senate - Morrisey vs. Manchin,WPAi (R),"Manchin 44, Morrisey 46",Morrisey +2,2018-05-12,2018
Missouri Senate - Hawley vs. McCaskill,Missouri Scout*,"McCaskill 48, Hawley 44",McCaskill +4,2018-05-15,2018
Indiana Senate - Braun vs. Donnelly,Gravis,"Braun 47, Donnelly 46",Braun +1,2018-05-17,2018
California Senate - Open Primary,LA Times/USC,"Feinstein 31, de Leon 7, Harris 2, Cruz 1, Hartson 1, Fuente 0, Bradley 3, Little 2",Feinstein +24,2018-05-22,2018
Texas Senate - Cruz vs. O'Rourke,JMC Analytics,"Cruz 47, O'Rourke 40",Cruz +7,2018-05-22,2018
California Senate - Open Primary,SurveyUSA,"Feinstein 36, de Leon 11, Harris 2, Cruz 2, Hartson 1, Fuente 3, Bradley 9, Little 0",Feinstein +25,2018-05-24,2018
Utah Senate - Republican Primary,UtahPolicy/Dan Jones,"Romney 67, Kennedy 24",Romney +43,2018-05-25,2018
West Virginia Senate - Morrisey vs. Manchin,Gravis,"Manchin 53, Morrisey 40",Manchin +13,2018-05-25,2018
California Senate - Open Primary,Emerson,"Feinstein 38, de Leon 6, Harris 6, Cruz 5, Hartson 4, Fuente 4, Bradley, Little",Feinstein +32,2018-05-28,2018
Texas Senate - Cruz vs. O'Rourke,Quinnipiac,"Cruz 50, O'Rourke 39",Cruz +11,2018-05-30,2018
California Senate - Open Primary,YouGov,"Feinstein 36, de Leon 11, Harris 2, Cruz 2, Hartson 1, Fuente 4, Bradley 6, Little 1",Feinstein +25,2018-06-01,2018
Massachusetts Senate - Kingston vs. Warren,WBUR/MassINC*,"Warren 56, Kingston 19",Warren +37,2018-06-01,2018
Massachusetts Senate - Diehl vs. Warren,WBUR/MassINC*,"Warren 55, Diehl 19",Warren +36,2018-06-01,2018
Massachusetts Senate - Lindstrom vs. Warren,WBUR/MassINC*,"Warren 55, Lindstrom 19",Warren +36,2018-06-01,2018
Virginia Senate - Jackson vs. Kaine,Roanoke College,"Kaine 45, Jackson 30",Kaine +15,2018-06-05,2018
Virginia Senate - Freitas vs. Kaine,Roanoke College,"Kaine 45, Freitas 30",Kaine +15,2018-06-05,2018
Virginia Senate - Stewart vs. Kaine,Roanoke College,"Kaine 44, Stewart 33",Kaine +11,2018-06-05,2018
Florida Senate - Scott vs. Nelson,FL Chamber,"Scott 48, Nelson 45",Scott +3,2018-06-09,2018
Ohio Senate - Renacci vs. Brown,Quinnipiac,"Brown 51, Renacci 34",Brown +17,2018-06-13,2018
Ohio Senate - Renacci vs. Brown,Suffolk,"Brown 53, Renacci 37",Brown +16,2018-06-13,2018
New York Senate - Farley vs. Gillibrand,Siena,"Gillibrand 61, Farley 28",Gillibrand +33,2018-06-13,2018
Pennsylvania Senate - Barletta vs. Casey,Franklin & Marshall,"Casey 44, Barletta 27",Casey +17,2018-06-14,2018
Montana Senate - Rosendale vs. Tester,Gravis,"Tester 52, Rosendale 44",Tester +8,2018-06-19,2018
North Dakota Senate - Cramer vs. Heitkamp,Mason-Dixon,"Cramer 48, Heitkamp 44",Cramer +4,2018-06-19,2018
California Senate - Feinstein vs. de Leon,LA Times/USC,"Feinstein 36, Leon 18",Feinstein +18,2018-06-20,2018
Wisconsin Senate - Vukmir vs. Baldwin,Marquette,"Baldwin 49, Vukmir 40",Baldwin +9,2018-06-20,2018
Wisconsin Senate - Republican Primary,Marquette,"Nicholson 37, Vukmir 32",Nicholson +5,2018-06-20,2018
Wisconsin Senate - Nicholson vs. Baldwin,Marquette,"Baldwin 50, Nicholson 39",Baldwin +11,2018-06-20,2018
West Virginia Senate - Morrisey vs. Manchin,Monmouth,"Manchin 50, Morrisey 43",Manchin +7,2018-06-20,2018
Arizona Senate - Republican Primary,OH Predictive Insights,"McSally 39, Ward 25, Arpaio 14",McSally +14,2018-06-20,2018
Utah Senate - Republican Primary,Salt Lake Tribune,"Romney 65, Kennedy 23",Romney +42,2018-06-21,2018
Florida Senate - Scott vs. Nelson,CBS News/YouGov,"Scott 46, Nelson 41",Scott +5,2018-06-25,2018
Arizona Senate - Republican Primary,Emerson,"McSally 32, Ward 19, Arpaio 18",McSally +13,2018-06-25,2018
Arizona Senate - McSally vs. Sinema,CBS News/YouGov,"Sinema 45, McSally 37",Sinema +8,2018-06-25,2018
Arizona Senate - McSally vs. Sinema,Emerson,"Sinema 40, McSally 32",Sinema +8,2018-06-25,2018
Arizona Senate - Ward vs. Sinema,CBS News/YouGov,"Sinema 46, Ward 38",Sinema +8,2018-06-25,2018
Arizona Senate - Ward vs. Sinema,Emerson,"Sinema 43, Ward 26",Sinema +17,2018-06-25,2018
Arizona Senate - Arpaio vs. Sinema,CBS News/YouGov,"Sinema 49, Arpaio 29",Sinema +20,2018-06-25,2018
Arizona Senate - Arpaio vs. Sinema,Emerson,"Sinema 54, Arpaio 30",Sinema +24,2018-06-25,2018
Texas Senate - Cruz vs. O'Rourke,UT/Texas Tribune*,"Cruz 41, O'Rourke 36",Cruz +5,2018-06-25,2018
Texas Senate - Cruz vs. O'Rourke,CBS News/YouGov,"Cruz 50, O'Rourke 40",Cruz +10,2018-06-25,2018
Florida Senate - Scott vs. Nelson,NBC News/Marist,"Scott 45, Nelson 49",Nelson +4,2018-06-26,2018
Arizona Senate - Republican Primary,NBC News/Marist,"McSally 30, Ward 28, Arpaio 21",McSally +2,2018-06-26,2018
Arizona Senate - Ward vs. Sinema,NBC News/Marist,"Sinema 48, Ward 38",Sinema +10,2018-06-26,2018
Arizona Senate - Arpaio vs. Sinema,NBC News/Marist,"Sinema 57, Arpaio 32",Sinema +25,2018-06-26,2018
Arizona Senate - McSally vs. Sinema,NBC News/Marist,"Sinema 49, McSally 38",Sinema +11,2018-06-26,2018
Virginia Senate - Stewart vs. Kaine,Quinnipiac,"Kaine 54, Stewart 36",Kaine +18,2018-06-26,2018
Ohio Senate - Renacci vs. Brown,NBC News/Marist,"Brown 51, Renacci 38",Brown +13,2018-06-26,2018
Pennsylvania Senate - Barletta vs. Casey,Suffolk,"Casey 47, Barletta 32",Casey +15,2018-06-27,2018
Michigan Senate - Republican Primary,Target Insyght,"James 29, Pensler 32",Pensler +3,2018-06-29,2018
California Senate - Feinstein vs. de Leon,SurveyUSA,"Feinstein 46, Leon 24",Feinstein +22,2018-06-29,2018
Massachusetts Senate - Republican Primary,WBUR/MassINC,"Diehl 26, Lindstrom 15, Kingston 12",Diehl +11,2018-06-29,2018
Michigan Senate - Republican Primary,Target Insyght,"Pensler 32, James 29",Pensler +3,2018-06-29,2018
Nevada Senate - Heller vs. Rosen,Gravis,"Rosen 45, Heller 41",Rosen +4,2018-07-02,2018
Arizona Senate - Republican Primary,Gravis,"McSally 36, Ward 27, Arpaio 24",McSally +9,2018-07-09,2018
Arizona Senate - McSally vs. Sinema,Gravis,"Sinema 43, McSally 39",Sinema +4,2018-07-09,2018
Arizona Senate - Ward vs. Sinema,Gravis,"Sinema 46, Ward 37",Sinema +9,2018-07-09,2018
Arizona Senate - Arpaio vs. Sinema,Gravis,"Sinema 52, Arpaio 33",Sinema +19,2018-07-09,2018
Texas Senate - Cruz vs. O'Rourke,Gravis,"Cruz 51, O'Rourke 42",Cruz +9,2018-07-09,2018
Missouri Senate - Hawley vs. McCaskill,Remington Research (R),"McCaskill 46, Hawley 48",Hawley +2,2018-07-11,2018
Montana Senate - Rosendale vs. Tester,Remington Research (R),"Tester 49, Rosendale 46",Tester +3,2018-07-12,2018
Florida Senate - Scott vs. Nelson,Gravis,"Scott 43, Nelson 47",Nelson +4,2018-07-16,2018
Tennessee Senate - Blackburn vs. Bredesen,Emerson,"Bredesen 43, Blackburn 37",Bredesen +6,2018-07-16,2018
New Jersey Senate - Hugin vs. Menendez,Gravis,"Menendez 43, Hugin 41",Menendez +2,2018-07-16,2018
West Virginia Senate - Morrisey vs. Manchin,Trafalgar Group (R)*,"Manchin 50, Morrisey 40",Manchin +10,2018-07-18,2018
New York Senate - Farley vs. Gillibrand,Quinnipiac,"Gillibrand 57, Farley 30",Gillibrand +27,2018-07-18,2018
Wisconsin Senate - Republican Primary,Marquette,"Nicholson 32, Vukmir 34",Vukmir +2,2018-07-19,2018
Michigan Senate - Republican Primary,Emerson,"James 28, Pensler 28",Tie,2018-07-23,2018
Michigan Senate - Pensler vs. Stabenow,Emerson,"Stabenow 48, Pensler 32",Stabenow +16,2018-07-23,2018
Michigan Senate - James vs. Stabenow,Emerson,"Stabenow 47, James 29",Stabenow +18,2018-07-23,2018
Florida Senate - Scott vs. Nelson,Florida Atlantic University,"Scott 44, Nelson 40",Scott +4,2018-07-26,2018
Wisconsin Senate - Republican Primary,NBC News/Marist,"Nicholson 38, Vukmir 28",Nicholson +10,2018-07-26,2018
Wisconsin Senate - Nicholson vs. Baldwin,NBC News/Marist,"Baldwin 54, Nicholson 39",Baldwin +15,2018-07-26,2018
Wisconsin Senate - Vukmir vs. Baldwin,NBC News/Marist,"Baldwin 55, Vukmir 38",Baldwin +17,2018-07-26,2018
Michigan Senate - Republican Primary,NBC News/Marist,"James 30, Pensler 23",James +7,2018-07-26,2018
Michigan Senate - James vs. Stabenow,NBC News/Marist,"Stabenow 55, James 37",Stabenow +18,2018-07-26,2018
Michigan Senate - Pensler vs. Stabenow,NBC News/Marist,"Stabenow 52, Pensler 37",Stabenow +15,2018-07-26,2018
Minnesota Senate Special Election - Housley vs. Smith,NBC News/Marist,"Smith 49, Housley 35",Smith +14,2018-07-26,2018
California Senate - Feinstein vs. de Leon,PPIC,"Feinstein 46, Leon 24",Feinstein +22,2018-07-26,2018
Texas Senate - Cruz vs. O'Rourke,Texas Lyceum*,"Cruz 41, O'Rourke 39",Cruz +2,2018-07-29,2018
Wisconsin Senate - Republican Primary,Emerson,"Nicholson 35, Vukmir 35",Tie,2018-07-30,2018
Wisconsin Senate - Nicholson vs. Baldwin,Emerson,"Baldwin 49, Nicholson 40",Baldwin +9,2018-07-30,2018
Wisconsin Senate - Vukmir vs. Baldwin,Emerson,"Baldwin 50, Vukmir 36",Baldwin +14,2018-07-30,2018
Delaware Senate - Republican Primary,Gravis,"Arlett 19, Tuono 15, de la Fuente 7",Arlett +4,2018-07-31,2018
Nevada Senate - Heller vs. Rosen,Suffolk*,"Rosen 40, Heller 41",Heller +1,2018-07-31,2018
Florida Senate - Scott vs. Nelson,Mason-Dixon,"Scott 47, Nelson 44",Scott +3,2018-07-31,2018
Michigan Senate - Republican Primary,Mitchell Research,"James 44, Pensler 30",James +14,2018-08-01,2018
Texas Senate - Cruz vs. O'Rourke,Quinnipiac,"Cruz 49, O'Rourke 43",Cruz +6,2018-08-01,2018
Arizona Senate - Republican Primary,ABC 15/OH Predictive Insights,"McSally 35, Ward 27, Arpaio 15",McSally +8,2018-08-01,2018
Arizona Senate - Ward vs. Sinema,ABC 15/OH Predictive Insights,"Sinema 51, Ward 41",Sinema +10,2018-08-01,2018
Arizona Senate - McSally vs. Sinema,ABC 15/OH Predictive Insights,"Sinema 48, McSally 44",Sinema +4,2018-08-01,2018
Arizona Senate - Arpaio vs. Sinema,ABC 15/OH Predictive Insights,"Sinema 54, Arpaio 36",Sinema +18,2018-08-01,2018
Maine Senate - Brakey vs. King,Suffolk*,"King 52, Brakey 25",King +27,2018-08-08,2018
Virginia Senate - Stewart vs. Kaine,VCU*,"Kaine 49, Stewart 26",Kaine +23,2018-08-09,2018
Minnesota Senate Special Election - Housley vs. Smith,Emerson,"Smith 32, Housley 28",Smith +4,2018-08-13,2018
Minnesota Senate - Newberger vs. Klobuchar,Emerson,"Klobuchar 50, Newberger 26",Klobuchar +24,2018-08-13,2018
Missouri Senate - Hawley vs. McCaskill,Missouri Scout*,"Hawley 47, McCaskill 47",Tie,2018-08-13,2018
Tennessee Senate - Blackburn vs. Bredesen,Gravis,"Bredesen 44, Blackburn 48",Blackburn +4,2018-08-14,2018
Indiana Senate - Braun vs. Donnelly,Trafalgar Group (R),"Donnelly 51, Braun 39",Donnelly +12,2018-08-15,2018
Arizona Senate - Republican Primary,ABC 15/OH Predictive Insights,"McSally 47, Ward 27, Arpaio 13",McSally +20,2018-08-16,2018
New Mexico Senate - Rich vs. Heinrich vs. Johnson,Emerson,"Heinrich 39, Johnson 21, Rich 11",Heinrich +18,2018-08-20,2018
Michigan Senate - James vs. Stabenow,Gravis,"Stabenow 51, James 35",Stabenow +16,2018-08-21,2018
Wisconsin Senate - Vukmir vs. Baldwin,Marquette,"Baldwin 49, Vukmir 47",Baldwin +2,2018-08-22,2018
New Jersey Senate - Hugin vs. Menendez,Quinnipiac,"Menendez 43, Hugin 37",Menendez +6,2018-08-22,2018
Minnesota Senate Special Election - Housley vs. Smith,Suffolk*,"Smith 44, Housley 37",Smith +7,2018-08-22,2018
Minnesota Senate - Newberger vs. Klobuchar,Suffolk*,"Klobuchar 54, Newberger 34",Klobuchar +20,2018-08-22,2018
Texas Senate - Cruz vs. O'Rourke,NBC News/Marist,"Cruz 49, O'Rourke 45",Cruz +4,2018-08-22,2018
Florida Senate - Scott vs. Nelson,Florida Atlantic University,"Scott 45, Nelson 39",Scott +6,2018-08-22,2018
Pennsylvania Senate - Barletta vs. Casey,NBC News/Marist,"Casey 53, Barletta 38",Casey +15,2018-08-23,2018
Virginia Senate - Stewart vs. Kaine,Roanoke College*,"Kaine 51, Stewart 34",Kaine +17,2018-08-23,2018
Connecticut Senate - Corey vs. Murphy,Quinnipiac,"Murphy 59, Corey 31",Murphy +28,2018-08-23,2018
Texas Senate - Cruz vs. O'Rourke,Emerson,"Cruz 39, O'Rourke 38",Cruz +1,2018-08-27,2018
Wisconsin Senate - Vukmir vs. Baldwin,Suffolk,"Baldwin 50, Vukmir 42",Baldwin +8,2018-08-28,2018
Connecticut Senate - Corey vs. Murphy,Gravis,"Murphy 54, Corey 37",Murphy +17,2018-08-29,2018
Pennsylvania Senate - Barletta vs. Casey,Franklin & Marshall*,"Casey 47, Barletta 34",Casey +13,2018-08-30,2018
West Virginia Senate - Morrisey vs. Manchin,MetroNews,"Manchin 46, Morrisey 38",Manchin +8,2018-08-31,2018
Missouri Senate - Hawley vs. McCaskill,NBC News/Marist,"Hawley 47, McCaskill 47",Tie,2018-09-04,2018
Florida Senate - Scott vs. Nelson,Gravis,"Scott 47, Nelson 47",Tie,2018-09-04,2018
Utah Senate - Romney vs. Wilson,UtahPolicy/Dan Jones*,"Romney 55, Wilson 29",Romney +26,2018-09-05,2018
Florida Senate - Scott vs. Nelson,Quinnipiac,"Scott 49, Nelson 49",Tie,2018-09-05,2018
Indiana Senate - Braun vs. Donnelly,NBC News/Marist,"Donnelly 49, Braun 43",Donnelly +6,2018-09-05,2018
Tennessee Senate - Blackburn vs. Bredesen,NBC News/Marist,"Bredesen 48, Blackburn 46",Bredesen +2,2018-09-06,2018
Arizona Senate - McSally vs. Sinema,Gravis,"Sinema 48, McSally 49",McSally +1,2018-09-09,2018
Michigan Senate - James vs. Stabenow,Detroit News/WDIV-TV,"Stabenow 56, James 33",Stabenow +23,2018-09-10,2018
Nevada Senate - Heller vs. Rosen,Suffolk*,"Rosen 42, Heller 41",Rosen +1,2018-09-11,2018
Florida Senate - Scott vs. Nelson,SurveyUSA,"Nelson 44, Scott 46",Scott +2,2018-09-12,2018
Arizona Senate - McSally vs. Sinema,ABC 15/OH Predictive Insights,"Sinema 46, McSally 49",McSally +3,2018-09-12,2018
Florida Senate - Scott vs. Nelson,SurveyUSA,"Scott 46, Nelson 44",Scott +2,2018-09-12,2018
North Dakota Senate - Cramer vs. Heitkamp,FOX News,"Cramer 48, Heitkamp 44",Cramer +4,2018-09-13,2018
Minnesota Senate Special Election - Housley vs. Smith,KSTP/SurveyUSA,"Smith 48, Housley 39",Smith +9,2018-09-13,2018
Minnesota Senate - Newberger vs. Klobuchar,KSTP/SurveyUSA,"Klobuchar 53, Newberger 38",Klobuchar +15,2018-09-13,2018
Florida Senate - Scott vs. Nelson,Rasmussen Reports,"Nelson 45, Scott 44",Nelson +1,2018-09-13,2018
Missouri Senate - Hawley vs. McCaskill,FOX News,"Hawley 45, McCaskill 45",Tie,2018-09-13,2018
Arizona Senate - McSally vs. Sinema,FOX News,"Sinema 47, McSally 44",Sinema +3,2018-09-13,2018
Tennessee Senate - Blackburn vs. Bredesen,FOX News,"Blackburn 47, Bredesen 44",Blackburn +3,2018-09-13,2018
Indiana Senate - Braun vs. Donnelly vs. Brenton,FOX News,"Donnelly 43, Braun 45, Brenton 3",Braun +2,2018-09-13,2018
New Mexico Senate - Rich vs. Heinrich vs. Johnson,Albuquerque Journal,"Heinrich 47, Rich 26, Johnson 16",Heinrich +21,2018-09-15,2018
Texas Senate - Cruz vs. O'Rourke,CBS 11/Dixie Strategies,"Cruz 46, O'Rourke 42",Cruz +4,2018-09-16,2018
Missouri Senate - Hawley vs. McCaskill,CBS News/YouGov,"Hawley 45, McCaskill 45",Tie,2018-09-16,2018
Montana Senate - Rosendale vs. Tester,CBS News/YouGov,"Tester 47, Rosendale 45",Tester +2,2018-09-16,2018
