,Date,Poll,Race/Topic (Click to Sort),Results,Spread,Year
18319,2010-06-19,EPIC-MRA,Michigan Governor - Democratic Primary,"Dillon 34, Bernero 24",Dillon +10,2010
18320,2010-06-18,Rasmussen Reports,Texas Governor - Perry vs. White,"Perry 48, White 40",Perry +8,2010
18321,2010-06-18,Sooner Poll,Oklahoma Governor - Fallin vs. Askins,"Fallin 49, Askins 36",Fallin +13,2010
18322,2010-06-18,Sooner Poll,Oklahoma Governor - Fallin vs. Edmondson,"Fallin 50, Edmondson 35",Fallin +15,2010
18323,2010-06-18,Sooner Poll,Oklahoma Governor - Democratic Primary,"Edmondson 37, Askins 36",Edmondson +1,2010
18324,2010-06-18,Rasmussen Reports,New York Senate - Blakeman vs. Gillibrand,"Gillibrand 50, Blakeman 38",Gillibrand +12,2010
18325,2010-06-18,Rasmussen Reports,New York Senate - DioGuardi vs. Gillibrand,"Gillibrand 49, DioGuardi 38",Gillibrand +11,2010
18326,2010-06-18,Rasmussen Reports,New York Senate - Malpass vs. Gillibrand,"Gillibrand 49, Malpass 34",Gillibrand +15,2010
18327,2010-06-18,SurveyUSA,Minnesota Governor - Democratic Primary,"Dayton 39, Kelliher 26, Entenza 22",Dayton +13,2010
18328,2010-06-18,SurveyUSA,Minnesota Governor - Emmer vs. Dayton vs. Horner,"Dayton 38, Emmer 35, Horner 12",Dayton +3,2010
18329,2010-06-18,SurveyUSA,Minnesota Governor - Emmer vs. Kelliher vs. Horner,"Emmer 35, Kelliher 33, Horner 12",Emmer +2,2010
18330,2010-06-18,SurveyUSA,Minnesota Governor - Emmer vs. Entenza vs. Horner,"Emmer 37, Entenza 33, Horner 12",Emmer +4,2010
18331,2010-06-18,Rasmussen Reports,Arkansas Governor - Keet vs. Beebe,"Beebe 57, Keet 33",Beebe +24,2010
18332,2010-06-18,Rasmussen Reports,New York Senate - Berntsen vs. Schumer,"Schumer 54, Berntsen 35",Schumer +19,2010
18333,2010-06-18,Rasmussen Reports,New York Senate - Townsend vs. Schumer,"Schumer 54, Townsend 33",Schumer +21,2010
18334,2010-06-17,CNN/OpinionResearch,President Obama Job Approval,"Approve 50, Disapprove 48",Approve +2,2010
18335,2010-06-17,SurveyUSA,North Carolina 2nd District - Ellmers vs. Etheridge vs. Rose,"Ellmers 39, Etheridge 38, Rose 13",Ellmers +1,2010
18336,2010-06-17,Rasmussen Reports,Arkansas Senate - Boozman vs. Lincoln,"Boozman 61, Lincoln 32",Boozman +29,2010
18337,2010-06-17,USA Today/Gallup*,Obama and Democrats' Health Care Plan,"For/Favor 45, Against/Oppose 50",Against/Oppose +5,2010
18338,2010-06-17,USA Today/Gallup*,Obama and Democrats' Health Care Plan,"For/Favor 49, Against/Oppose 46",For/Favor +3,2010
18339,2010-06-17,Inside MI Politics/PPC,Michigan Governor - Republican Primary,"Hoekstra 21, Snyder 15, Cox 10, Bouchard 10",Hoekstra +6,2010
18340,2010-06-17,Inside MI Politics/PPC,Michigan Governor - Democratic Primary,"Dillon 14, Bernero 10",Dillon +4,2010
18341,2010-06-17,Rasmussen Reports,Tennessee Governor - Wamp vs. McWherter,"Wamp 44, McWherter 33",Wamp +11,2010
18342,2010-06-17,Rasmussen Reports,Tennessee Governor - Haslam vs. McWherter,"Haslam 50, McWherter 32",Haslam +18,2010
18343,2010-06-17,Rasmussen Reports,Tennessee Governor - Ramsey vs. McWherter,"Ramsey 44, McWherter 33",Ramsey +11,2010
18344,2010-06-17,Rasmussen Reports,Iowa Senate - Grassley vs. Conlin,"Grassley 54, Conlin 37",Grassley +17,2010
18345,2010-06-17,USA Today/Gallup,Generic Congressional Vote,"Republicans 43, Democrats 48",Democrats +5,2010
18346,2010-06-16,Elway Poll,Washington Senate - Rossi vs. Murray,"Murray 47, Rossi 40",Murray +7,2010
18347,2010-06-16,Rasmussen Reports,Colorado Governor - McInnis vs. Hickenlooper,"McInnis 46, Hickenlooper 41",McInnis +5,2010
18348,2010-06-16,Rasmussen Reports,Colorado Governor - Maes vs. Hickenlooper,"Maes 41, Hickenlooper 41",Tie,2010
18349,2010-06-16,Ipsos/McClatchy,President Obama Job Approval,"Approve 50, Disapprove 45",Approve +5,2010
18350,2010-06-16,Ipsos/McClatchy,Direction of Country,"Right Direction 33, Wrong Track 61",Wrong Track +28,2010
18351,2010-06-16,PPP (D),Louisiana Senate - Vitter vs. Melancon,"Vitter 46, Melancon 37",Vitter +9,2010
18352,2010-06-16,PPP (D),Illinois Governor - Brady vs. Quinn,"Brady 34, Quinn 30",Brady +4,2010
18353,2010-06-16,Rasmussen Reports,Iowa Governor - Branstad vs. Culver,"Branstad 57, Culver 31",Branstad +26,2010
18354,2010-06-16,Magellan Strategies (R),Michigan Governor - Republican Primary,"Hoekstra 26, Snyder 20, Cox 16, Bouchard 11",Hoekstra +6,2010
18355,2010-06-16,Ipsos/McClatchy,Generic Congressional Vote,"Republicans 43, Democrats 42",Republicans +1,2010
18356,2010-06-15,Associated Press/GfK,Obama and Democrats' Health Care Plan,"For/Favor 45, Against/Oppose 42",For/Favor +3,2010
18357,2010-06-15,Associated Press/GfK,President Obama Job Approval,"Approve 50, Disapprove 49",Approve +1,2010
18358,2010-06-15,Associated Press/GfK,Congressional Job Approval,"Approve 24, Disapprove 73",Disapprove +49,2010
18359,2010-06-15,Associated Press/GfK,Direction of Country,"Right Direction 37, Wrong Track 60",Wrong Track +23,2010
18360,2010-06-15,Magellan Strategies (R),Louisiana Senate - Vitter vs. Melancon,"Vitter 51, Melancon 31",Vitter +20,2010
18361,2010-06-15,Rasmussen Reports,South Dakota Governor - Daugaard vs. Heidepriem,"Daugaard 52, Heidepreim 36",Daugaard +16,2010
18362,2010-06-15,Rasmussen Reports,South Dakota At-Large - Noem vs. Herseth Sandlin,"Noem 53, Herseth Sandlin 41",Noem +12,2010
18363,2010-06-15,Rasmussen Reports,South Carolina Senate - DeMint vs. Greene,"DeMint 58, Greene 21",DeMint +37,2010
18364,2010-06-15,Gallup,Generic Congressional Vote,"Republicans 49, Democrats 44",Republicans +5,2010
18365,2010-06-15,Rasmussen Reports,Generic Congressional Vote,"Republicans 46, Democrats 36",Republicans +10,2010
18366,2010-06-14,Rasmussen Reports,South Carolina Governor - Haley vs. Sheheen,"Haley 55, Sheheen 34",Haley +21,2010
18367,2010-06-14,Rasmussen Reports,South Carolina Governor - Barrett vs. Sheheen,"Barrett 46, Sheheen 38",Barrett +8,2010
18368,2010-06-14,Rasmussen Reports*,Obama and Democrats' Health Care Plan,"For/Favor 36, Against/Oppose 58",Against/Oppose +22,2010
18369,2010-06-14,Siena,New York Governor - Lazio vs. Cuomo,"Cuomo 60, Lazio 24",Cuomo +36,2010
18370,2010-06-14,Siena,New York Senate - Blakeman vs. Gillibrand,"Gillibrand 48, Blakeman 27",Gillibrand +21,2010
18371,2010-06-14,Siena,New York Senate - DioGuardi vs. Gillibrand,"Gillibrand 47, DioGuardi 29",Gillibrand +18,2010
18372,2010-06-14,Siena,New York Senate - Malpass vs. Gillibrand,"Gillibrand 49, Malpass 24",Gillibrand +25,2010
18373,2010-06-14,Siena,New York Senate - Townsend vs. Schumer,"Schumer 60, Townsend 26",Schumer +34,2010
18374,2010-06-14,Siena,New York Senate - Berntsen vs. Schumer,"Schumer 59, Berntsen 27",Schumer +32,2010
18375,2010-06-14,Siena,New York Governor - Republican Primary,"Lazio 45, Paladino 18",Lazio +27,2010
18376,2010-06-14,Rasmussen Reports,Michigan Governor - Cox vs. Dillon,"Cox 39, Dillon 37",Cox +2,2010
18377,2010-06-14,Rasmussen Reports,Michigan Governor - Hoekstra vs. Dillon,"Hoekstra 40, Dillon 35",Hoekstra +5,2010
18378,2010-06-14,Rasmussen Reports,Michigan Governor - Snyder vs. Dillon,"Snyder 41, Dillon 33",Snyder +8,2010
18379,2010-06-14,Rasmussen Reports,Michigan Governor - Cox vs. Bernero,"Cox 40, Bernero 34",Cox +6,2010
18380,2010-06-14,Rasmussen Reports,Michigan Governor - Hoekstra vs. Bernero,"Hoekstra 39, Bernero 36",Hoekstra +3,2010
18381,2010-06-14,Rasmussen Reports,Michigan Governor - Snyder vs. Bernero,"Snyder 42, Bernero 30",Snyder +12,2010
18382,2010-06-14,PPP (D),Illinois Senate - Giannoulias vs. Kirk vs. Jones,"Giannoulias 31, Kirk 30",Giannoulias +1,2010
18383,2010-06-11,Rasmussen Reports,California Senate - Boxer vs. Fiorina,"Boxer 48, Fiorina 43",Boxer +5,2010
18384,2010-06-11,FOX News,President Obama Job Approval,"Approve 46, Disapprove 45",Approve +1,2010
18385,2010-06-11,SurveyUSA,Oregon Governor - Dudley vs. Kitzhaber,"Dudley 47, Kitzhaber 40",Dudley +7,2010
18386,2010-06-11,SurveyUSA,Oregon Senate - Huffman vs. Wyden,"Wyden 51, Huffman 38",Wyden +13,2010
18387,2010-06-11,FOX News,Congressional Job Approval,"Approve 22, Disapprove 69",Disapprove +47,2010
18388,2010-06-11,FOX News,Generic Congressional Vote,"Republicans 38, Democrats 41",Democrats +3,2010
18389,2010-06-11,Rasmussen Reports,Maryland Governor - Ehrlich vs. O'Malley,"O'Malley 45, Ehrlich 45",Tie,2010
18390,2010-06-11,PPP (D),Generic Congressional Vote,"Republicans 41, Democrats 43",Democrats +2,2010
18391,2010-06-11,The Washington Poll,Washington Senate - Rossi vs. Murray,"Murray 42, Rossi 40",Murray +2,2010
18392,2010-06-11,Rasmussen Reports,Maine Governor - LePage vs. Mitchell vs. Cutler,"LePage 43, Mitchell 36, Cutler 7",LePage +7,2010
18393,2010-06-10,Rasmussen Reports,Nevada Senate - Angle vs. Reid,"Angle 50, Reid 39",Angle +11,2010
18394,2010-06-10,Quinnipiac,Florida Governor - Republican Primary,"Scott 44, McCollum 31",Scott +13,2010
18395,2010-06-10,Quinnipiac,Florida Senate - Democratic Primary,"Meek 29, Greene 27, Ferre 3",Meek +2,2010
18396,2010-06-10,Rasmussen Reports,California Governor - Whitman vs. Brown,"Brown 45, Whitman 44",Brown +1,2010
18397,2010-06-10,Magellan Strategies (R),Colorado Senate - Republican Primary,"Buck 42, Norton 32",Buck +10,2010
18398,2010-06-10,Quinnipiac,Connecticut Senate - McMahon vs. Blumenthal,"Blumenthal 55, McMahon 35",Blumenthal +20,2010
18399,2010-06-10,Quinnipiac,Connecticut Governor - Democratic Primary,"Lamont 39, Malloy 22",Lamont +17,2010
18400,2010-06-10,Rasmussen Reports,Illinois Governor - Brady vs. Quinn,"Brady 47, Quinn 36",Brady +11,2010
18401,2010-06-09,Quinnipiac,Florida Senate - Rubio vs. Meek vs. Crist,"Crist 37, Rubio 33, Meek 17",Crist +4,2010
18402,2010-06-09,Rasmussen Reports,Florida Senate - Rubio vs. Meek vs. Crist,"Crist 37, Rubio 37, Meek 15",Tie,2010
18403,2010-06-09,Quinnipiac,Florida Senate - Rubio vs. Greene vs. Crist,"Crist 40, Rubio 33, Greene 14",Crist +7,2010
18404,2010-06-09,Rasmussen Reports,Florida Senate - Rubio vs. Greene vs. Crist,"Crist 41, Rubio 37, Greene 13",Crist +4,2010
18405,2010-06-09,Rasmussen Reports,Colorado Senate - Buck vs. Bennet,"Buck 46, Bennet 41",Buck +5,2010
18406,2010-06-09,Rasmussen Reports,Colorado Senate - Norton vs. Bennet,"Norton 46, Bennet 40",Norton +6,2010
18407,2010-06-09,Rasmussen Reports,Colorado Senate - Buck vs. Romanoff,"Buck 45, Romanoff 39",Buck +6,2010
18408,2010-06-09,Rasmussen Reports,Colorado Senate - Norton vs. Romanoff,"Norton 43, Romanoff 42",Norton +1,2010
18409,2010-06-09,Quinnipiac,Florida Governor - McCollum vs. Sink vs. Chiles,"McCollum 33, Sink 25, Chiles 19",McCollum +8,2010
18410,2010-06-09,Quinnipiac,Florida Governor - Scott vs. Sink vs. Chiles,"Scott 35, Sink 26, Chiles 13",Scott +9,2010
18411,2010-06-09,Rasmussen Reports,Illinois Senate - Giannoulias vs. Kirk,"Kirk 42, Giannoulias 39",Kirk +3,2010
18412,2010-06-09,Rasmussen Reports,Direction of Country,"Right Direction 28, Wrong Track 67",Wrong Track +39,2010
18413,2010-06-09,Rasmussen Reports,Alabama Governor - Byrne vs. Sparks,"Byrne 49, Sparks 40",Byrne +9,2010
18414,2010-06-09,Rasmussen Reports,Alabama Governor - Bentley vs. Sparks,"Bentley 56, Sparks 37",Bentley +19,2010
18415,2010-06-08,PPP (D),North Carolina Senate - Burr vs. Marshall,"Burr 46, Marshall 39",Burr +7,2010
18416,2010-06-08,PPP (D),North Carolina Senate - Burr vs. Cunningham,"Burr 46, Cunningham 35",Burr +11,2010
18417,2010-06-08,Rasmussen Reports,North Carolina Senate - Burr vs. Marshall,"Burr 50, Marshall 36",Burr +14,2010
18418,2010-06-08,Rasmussen Reports,North Carolina Senate - Burr vs. Cunningham,"Burr 47, Cunningham 35",Burr +12,2010
18419,2010-06-08,ABC News/Wash Post,President Obama Job Approval,"Approve 52, Disapprove 45",Approve +7,2010
18420,2010-06-08,ABC News/Wash Post,Direction of Country,"Right Direction 37, Wrong Track 60",Wrong Track +23,2010
18421,2010-06-08,ABC News/Wash Post,Congressional Job Approval,"Approve 26, Disapprove 71",Disapprove +45,2010
18422,2010-06-08,SurveyUSA,California Senate - Republican Primary,"Fiorina 48, Campbell 22, DeVore 16",Fiorina +26,2010
18423,2010-06-08,SurveyUSA,California Governor - Republican Primary,"Whitman 59, Poizner 30",Whitman +29,2010
18424,2010-06-08,Rasmussen Reports,Alabama Senate - Shelby vs. Barnes,"Shelby 58, Barnes 31",Shelby +27,2010
18425,2010-06-08,ABC News/Wash Post,Generic Congressional Vote,"Republicans 44, Democrats 47",Democrats +3,2010
18426,2010-06-07,Magellan Strategies (R),California Senate - Republican Primary,"Fiorina 54, Campbell 19, DeVore 16",Fiorina +35,2010
18427,2010-06-07,Magellan Strategies (R),California Governor - Republican Primary,"Whitman 64, Poizner 22",Whitman +42,2010
18428,2010-06-07,Rasmussen Reports,Ohio Governor - Kasich vs. Strickland,"Strickland 42, Kasich 47",Kasich +5,2010
18429,2010-06-07,Rasmussen Reports,Ohio Senate - Portman vs. Fisher,"Fisher 43, Portman 43",Tie,2010
18430,2010-06-07,Rasmussen Reports*,Obama and Democrats' Health Care Plan,"For/Favor 35, Against/Oppose 58",Against/Oppose +23,2010
18431,2010-06-07,Rasmussen Reports,President Obama Job Approval,"Approve 46, Disapprove 53",Disapprove +7,2010
18432,2010-06-07,Gallup,President Obama Job Approval,"Approve 47, Disapprove 44",Approve +3,2010
18433,2010-06-07,PPP (D),South Carolina Governor - Republican Primary,"Haley 43, Barrett 23, McMaster 16, Bauer 12",Haley +20,2010
18434,2010-06-07,Gallup,Generic Congressional Vote,"Republicans 46, Democrats 46",Tie,2010
18435,2010-06-07,Rasmussen Reports,Generic Congressional Vote,"Republicans 44, Democrats 35",Republicans +9,2010
18436,2010-06-07,Rasmussen Reports,Pennsylvania Governor - Corbett vs. Onorato,"Corbett 49, Onorato 33",Corbett +16,2010
18437,2010-06-06,Des Moines Register,Iowa Governor - Republican Primary,"Branstad 57, Vander Plaats 29, Roberts 8",Branstad +28,2010
18438,2010-06-06,LVRJ/Mason-Dixon,Nevada Senate - Republican Primary,"Angle 32, Tarkanian 24, Lowden 23",Angle +8,2010
18439,2010-06-06,LVRJ/Mason-Dixon,Nevada Governor - Republican Primary,"Sandoval 47, Gibbons 33",Sandoval +14,2010
18440,2010-06-06,LVRJ/Mason-Dixon,Nevada Senate - Angle vs. Reid,"Angle 44, Reid 41",Angle +3,2010
18441,2010-06-06,LVRJ/Mason-Dixon,Nevada Senate - Tarkanian vs. Reid,"Tarkanian 46, Reid 39",Tarkanian +7,2010
18442,2010-06-06,LVRJ/Mason-Dixon,Nevada Senate - Lowden vs. Reid,"Lowden 41, Reid 42",Reid +1,2010
18443,2010-06-06,LVRJ/Mason-Dixon,Nevada Governor - Sandoval vs. Reid,"Sandoval 51, Reid 37",Sandoval +14,2010
18444,2010-06-06,LVRJ/Mason-Dixon,Nevada Governor - Gibbons vs. Reid,"Reid 44, Gibbons 38",Reid +6,2010
18445,2010-06-06,PPP (D),South Carolina 4th District - Republican Primary,"Gowdy 37, Inglis 33, Lee 9, Thomas 9, Jeffrey 5",Gowdy +4,2010
18446,2010-06-04,Field,California Senate - Republican Primary,"Fiorina 37, Campbell 22, DeVore 19",Fiorina +15,2010
18447,2010-06-04,Field,California Governor - Republican Primary,"Whitman 51, Poizner 25",Whitman +26,2010
18448,2010-06-04,R2000/Daily Kos (D),Arkansas Senate - Democratic Runoff (6/8),"Lincoln 45, Halter 49",Halter +4,2010
18449,2010-06-04,Rasmussen Reports,Indiana Senate - Coats vs. Ellsworth,"Coats 47, Ellsworth 33",Coats +14,2010
18450,2010-06-04,Rasmussen Reports,New Mexico Governor - Martinez vs. Denish,"Martinez 44, Denish 42",Martinez +2,2010
18451,2010-06-04,R2000/Daily Kos (D),Direction of Country,"Right Direction 39, Wrong Track 59",Wrong Track +20,2010
18452,2010-06-04,Rasmussen Reports,Pennsylvania Senate - Sestak vs. Toomey,"Toomey 45, Sestak 38",Toomey +7,2010
18453,2010-06-04,Rasmussen Reports,Connecticut Governor - Foley vs. Malloy,"Malloy 44, Foley 35",Malloy +9,2010
18454,2010-06-04,Rasmussen Reports,Connecticut Governor - Foley vs. Lamont,"Lamont 36, Foley 38",Foley +2,2010
18455,2010-06-04,PPP (D),Iowa Senate - Grassley vs. Conlin,"Grassley 57, Conlin 31",Grassley +26,2010
18456,2010-06-04,Democracy Corps (D),Direction of Country,"Right Direction 33, Wrong Track 59",Wrong Track +26,2010
18457,2010-06-03,Suffolk University,Nevada Senate - Republican Primary,"Angle 33, Tarkanian 26, Lowden 25",Angle +7,2010
18458,2010-06-03,Suffolk University,Nevada Governor - Republican Primary,"Sandoval 47, Gibbons 25",Sandoval +22,2010
18459,2010-06-03,R2000/Daily Kos (D),Nevada Governor - Republican Primary,"Sandoval 48, Gibbons 27",Sandoval +21,2010
18460,2010-06-03,R2000/Daily Kos (D),Nevada Governor - Sandoval vs. Reid,"Sandoval 51, Reid 41",Sandoval +10,2010
18461,2010-06-03,R2000/Daily Kos (D),Nevada Governor - Gibbons vs. Reid,"Reid 52, Gibbons 31",Reid +21,2010
18462,2010-06-03,R2000/Daily Kos (D),Nevada Senate - Republican Primary,"Angle 34, Tarkanian 24, Lowden 25",Angle +9,2010
18463,2010-06-03,Rasmussen Reports,Connecticut Senate - McMahon vs. Blumenthal,"Blumenthal 56, McMahon 33",Blumenthal +23,2010
18464,2010-06-03,Democracy Corps (D),Generic Congressional Vote,"Republicans 46, Democrats 43",Republicans +3,2010
18465,2010-06-03,Research 2000,Iowa Governor - Branstad vs. Culver,"Branstad 51, Culver 42",Branstad +9,2010
18466,2010-06-03,Research 2000,Iowa Senate - Grassley vs. Conlin,"Grassley 50, Conlin 42",Grassley +8,2010
18467,2010-06-03,Rasmussen Reports,Missouri Senate - Blunt vs. Carnahan,"Blunt 45, Carnahan 44",Blunt +1,2010
18468,2010-06-03,PPP (D),Iowa Governor - Branstad vs. Culver,"Branstad 52, Culver 37",Branstad +15,2010
18469,2010-06-03,PPP (D),Iowa Governor - Vander Plaats vs. Culver,"Vander Plaats 43, Culver 38",Vander Plaats +5,2010
18470,2010-06-03,EPIC-MRA,Michigan Governor - Republican Primary,"Hoekstra 30, Snyder 17, Cox 18, Bouchard 16",Hoekstra +12,2010
18471,2010-06-03,EPIC-MRA,Michigan Governor - Democratic Primary,"Dillon 29, Bernero 23",Dillon +6,2010
18472,2010-06-03,EPIC-MRA,Michigan Governor - Cox vs. Dillon,"Cox 46, Dillon 37",Cox +9,2010
18473,2010-06-03,EPIC-MRA,Michigan Governor - Hoekstra vs. Dillon,"Hoekstra 47, Dillon 35",Hoekstra +12,2010
18474,2010-06-03,EPIC-MRA,Michigan Governor - Bouchard vs. Dillon,"Bouchard 49, Dillon 33",Bouchard +16,2010
18475,2010-06-03,EPIC-MRA,Michigan Governor - Snyder vs. Dillon,"Snyder 50, Dillon 31",Snyder +19,2010
18476,2010-06-03,EPIC-MRA,Michigan Governor - Bouchard vs. Bernero,"Bouchard 48, Bernero 32",Bouchard +16,2010
18477,2010-06-03,EPIC-MRA,Michigan Governor - Cox vs. Bernero,"Cox 46, Bernero 36",Cox +10,2010
18478,2010-06-03,EPIC-MRA,Michigan Governor - Hoekstra vs. Bernero,"Hoekstra 47, Bernero 34",Hoekstra +13,2010
18479,2010-06-03,EPIC-MRA,Michigan Governor - Snyder vs. Bernero,"Snyder 51, Bernero 28",Snyder +23,2010
18480,2010-06-03,R2000/Daily Kos (D)*,Nevada Senate - Angle vs. Reid,"Angle 37, Reid 43",Reid +6,2010
18481,2010-06-03,R2000/Daily Kos (D)*,Nevada Senate - Tarkanian vs. Reid,"Tarkanian 39, Reid 43",Reid +4,2010
18482,2010-06-03,R2000/Daily Kos (D)*,Nevada Senate - Lowden vs. Reid,"Lowden 38, Reid 42",Reid +4,2010
18483,2010-06-02,Rasmussen Reports,Kentucky Senate - Paul vs. Conway,"Paul 49, Conway 41",Paul +8,2010
18484,2010-06-02,Rasmussen Reports,Direction of Country,"Right Direction 30, Wrong Track 65",Wrong Track +35,2010
18485,2010-06-02,CNN/Opinion Research,Obama and Democrats' Health Care Plan,"For/Favor 43, Against/Oppose 56",Against/Oppose +13,2010
18486,2010-06-02,PPP (D),Michigan Governor - Cox vs. Dillon,"Cox 40, Dillon 32",Cox +8,2010
18487,2010-06-02,PPP (D),Michigan Governor - Hoekstra vs. Dillon,"Hoekstra 41, Dillon 32",Hoekstra +9,2010
18488,2010-06-02,PPP (D),Michigan Governor - Bouchard vs. Dillon,"Bouchard 38, Dillon 29",Bouchard +9,2010
18489,2010-06-02,PPP (D),Michigan Governor - Snyder vs. Dillon,"Snyder 46, Dillon 26",Snyder +20,2010
18490,2010-06-02,PPP (D),Michigan Governor - Bouchard vs. Bernero,"Bouchard 39, Bernero 34",Bouchard +5,2010
18491,2010-06-02,PPP (D),Michigan Governor - Cox vs. Bernero,"Cox 38, Bernero 36",Cox +2,2010
18492,2010-06-02,PPP (D),Michigan Governor - Hoekstra vs. Bernero,"Hoekstra 41, Bernero 34",Hoekstra +7,2010
18493,2010-06-02,PPP (D),Michigan Governor - Snyder vs. Bernero,"Snyder 44, Bernero 28",Snyder +16,2010
18494,2010-06-01,Gallup,Generic Congressional Vote,"Republicans 49, Democrats 43",Republicans +6,2010
18495,2010-06-01,Rasmussen Reports,Generic Congressional Vote,"Republicans 44, Democrats 37",Republicans +7,2010
18496,2010-06-01,Statehouse/InAdv,South Carolina Governor - Republican Primary,"Haley 31, Barrett 14, McMaster 14, Bauer 21",Haley +10,2010
18497,2010-06-01,Statehouse/InAdv,South Carolina Governor - Democratic Primary,"Sheheen 26, Rex 17, Ford 12",Sheheen +9,2010
